#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
4836,88.52,0.322393,0.711306,4836,0.463195,0.251380,8,6,-1.00,300,10,6,1,100,0.9,0.8,0.4,0.4,96502,23297,5373,3.95,17.87,66.70,4.21
4180,75.13,0.324710,0.718035,4180,0.468525,0.255255,8,6,-1.00,300,10,6,1,300,0.9,0.8,0.4,0.4,96502,21946,4675,3.98,14.29,56.86,4.20
3554,58.14,0.344098,0.742240,3554,0.465413,0.253218,8,6,-1.00,500,6,4,1,100,0.9,0.8,0.4,0.4,52711,9819,3935,3.96,9.67,44.51,3.97
3453,59.14,0.346122,0.746338,3453,0.467219,0.254951,8,6,-1.00,500,6,4,1,300,0.9,0.8,0.4,0.4,52711,9724,3846,4.03,10.06,45.05,4.11
1814,33.39,0.377424,0.776871,1814,0.503045,0.286908,8,6,-1.00,500,6,6,1,100,0.9,0.8,0.4,0.4,52711,5904,2002,4.24,7.69,21.46,4.28
1796,34.86,0.379752,0.778299,1796,0.504672,0.288777,8,6,-1.00,500,6,6,1,300,0.9,0.8,0.4,0.4,52711,5895,1995,4.03,9.41,21.42,4.02
4134,72.90,0.340801,0.734231,4135,0.457451,0.245547,8,6,-1.00,500,8,4,1,100,0.9,0.8,0.4,0.4,52711,13038,4688,4.03,13.13,55.74,4.26
4023,71.18,0.341375,0.734597,4023,0.459793,0.247892,8,6,-1.00,500,8,4,1,300,0.9,0.8,0.4,0.4,52711,12916,4577,4.04,13.00,54.14,4.33
2092,42.34,0.369567,0.770631,2092,0.494592,0.279258,8,6,-1.00,500,8,6,1,100,0.9,0.8,0.4,0.4,52711,7893,2336,4.04,12.23,26.07,4.30
2077,42.44,0.369943,0.772299,2077,0.494463,0.278898,8,6,-1.00,500,8,6,1,300,0.9,0.8,0.4,0.4,52711,7880,2325,4.04,12.10,26.30,4.02
4522,82.17,0.337193,0.728895,4523,0.454560,0.243265,8,6,-1.00,500,10,4,1,100,0.9,0.8,0.4,0.4,52711,16275,5149,4.04,16.23,61.90,4.27
4393,80.51,0.337861,0.727799,4395,0.456835,0.245698,8,6,-1.00,500,10,4,1,300,0.9,0.8,0.4,0.4,52711,16117,5014,4.03,16.22,60.26,4.31
2299,44.91,0.367486,0.769091,2302,0.489322,0.274067,8,6,-1.00,500,10,6,1,100,0.9,0.8,0.4,0.4,52711,9932,2567,4.04,12.10,28.76,4.05
2272,45.23,0.368039,0.771031,2274,0.490261,0.275072,8,6,-1.00,500,10,6,1,300,0.9,0.8,0.4,0.4,52711,9918,2554,4.05,11.96,29.22,4.25
20858,411.45,0.307464,0.576763,20905,0.399077,0.196665,16,4,-1.00,300,6,4,1,100,0.9,0.8,0.4,0.4,225069,65211,25232,7.15,37.91,366.39,4.11
17203,352.73,0.311242,0.592812,17241,0.406556,0.202497,16,4,-1.00,300,6,4,1,300,0.9,0.8,0.4,0.4,225069,56682,20735,7.15,44.87,300.71,3.92
12161,249.84,0.313396,0.619232,12175,0.424395,0.216489,16,4,-1.00,300,6,6,1,100,0.9,0.8,0.4,0.4,225069,39060,14066,7.13,43.75,198.96,4.25
10788,223.01,0.315379,0.626690,10798,0.429601,0.221122,16,4,-1.00,300,6,6,1,300,0.9,0.8,0.4,0.4,225069,36363,12448,7.18,43.74,172.09,4.19
23870,501.86,0.305852,0.566993,23926,0.394284,0.193388,16,4,-1.00,300,8,4,1,100,0.9,0.8,0.4,0.4,225069,86861,30058,7.13,57.87,436.86,3.88
19523,416.62,0.309556,0.582886,19566,0.401879,0.199023,16,4,-1.00,300,8,4,1,300,0.9,0.8,0.4,0.4,225069,75537,24486,7.11,58.74,350.77,3.97
14103,305.28,0.312158,0.607569,14126,0.418928,0.212505,16,4,-1.00,300,8,6,1,100,0.9,0.8,0.4,0.4,225069,52283,16684,7.13,57.36,240.79,4.23
12434,270.14,0.314707,0.616780,12452,0.422185,0.214631,16,4,-1.00,300,8,6,1,300,0.9,0.8,0.4,0.4,225069,48665,14679,7.07,56.32,206.75,4.28
25742,551.13,0.304399,0.561443,25798,0.391222,0.191026,16,4,-1.00,300,10,4,1,100,0.9,0.8,0.4,0.4,225069,108349,32785,7.22,71.12,472.79,3.93
20931,468.58,0.309222,0.575461,20994,0.398475,0.196422,16,4,-1.00,300,10,4,1,300,0.9,0.8,0.4,0.4,225069,94238,26566,7.17,74.70,386.71,3.91
15252,337.55,0.311405,0.602096,15275,0.415591,0.209733,16,4,-1.00,300,10,6,1,100,0.9,0.8,0.4,0.4,225069,65350,18245,7.11,68.39,262.05,3.93
13404,304.45,0.314627,0.610852,13428,0.419543,0.212762,16,4,-1.00,300,10,6,1,300,0.9,0.8,0.4,0.4,225069,60822,15998,7.09,68.22,229.14,4.17
12355,255.36,0.327014,0.626469,12368,0.415136,0.208754,16,4,-1.00,500,6,4,1,100,0.9,0.8,0.4,0.4,135875,36654,14896,7.15,39.46,208.75,4.19
12002,249.01,0.328563,0.629293,12017,0.416001,0.209459,16,4,-1.00,500,6,4,1,300,0.9,0.8,0.4,0.4,135875,36291,14488,7.17,39.63,202.21,4.17
6824,140.28,0.336355,0.673004,6831,0.441641,0.230181,16,4,-1.00,500,6,6,1,100,0.9,0.8,0.4,0.4,135875,20502,7891,7.12,34.71,98.45,4.27
6783,140.90,0.336930,0.671557,6790,0.442191,0.230662,16,4,-1.00,500,6,6,1,300,0.9,0.8,0.4,0.4,135875,20481,7835,7.13,34.94,98.83,4.27
14263,311.70,0.325121,0.616483,14283,0.409302,0.204338,16,4,-1.00,500,8,4,1,100,0.9,0.8,0.4,0.4,135875,48822,17895,7.14,51.69,252.87,4.12
13810,304.34,0.325843,0.618475,13831,0.410626,0.205434,16,4,-1.00,500,8,4,1,300,0.9,0.8,0.4,0.4,135875,48345,17367,7.13,51.32,245.89,4.16
7958,178.34,0.333892,0.658775,7967,0.433924,0.223743,16,4,-1.00,500,8,6,1,100,0.9,0.8,0.4,0.4,135875,27425,9412,7.08,45.23,126.03,4.21
7890,177.28,0.334534,0.660715,7904,0.434983,0.224685,16,4,-1.00,500,8,6,1,300,0.9,0.8,0.4,0.4,135875,27398,9344,7.09,45.57,124.62,4.25
15434,349.68,0.323364,0.608817,15457,0.406390,0.202331,16,4,-1.00,500,10,4,1,100,0.9,0.8,0.4,0.4,135875,60954,19611,7.12,63.94,278.62,3.89
14891,326.69,0.324643,0.609430,14914,0.407371,0.202708,16,4,-1.00,500,10,4,1,300,0.9,0.8,0.4,0.4,135875,60355,18961,7.09,52.43,267.17,3.91
8626,201.35,0.332595,0.652947,8635,0.431704,0.221887,16,4,-1.00,500,10,6,1,100,0.9,0.8,0.4,0.4,135875,34329,10329,7.12,55.23,139.00,4.26
8540,201.34,0.334049,0.654592,8556,0.432464,0.222651,16,4,-1.00,500,10,6,1,300,0.9,0.8,0.4,0.4,135875,34290,10247,7.17,56.20,137.97,4.25
15833,315.10,0.287671,0.631445,15852,0.410270,0.209644,16,6,-1.00,300,6,4,1,100,0.9,0.8,0.4,0.4,192433,50343,19166,7.06,27.54,280.50,3.94
