K,MSE,MAE,WTime,CTime,k,MaxIter,Iter,GMode,LMode,Seeding,InitWTime,InitCTime,IterWTime,IterCTime,TotWTime,TotCTime
1000,0.212202,0.440182,145.05,137.79,1000,10,1,0.40,0.40,3,214.80,207.25,28.88,26.36,503.64,470.85
2000,0.183569,0.410553,292.08,278.98,2000,10,1,0.40,0.40,3,440.48,424.70,50.58,46.08,946.24,885.52
3000,0.168559,0.392140,565.19,540.36,3000,10,1,0.40,0.40,3,484.40,466.87,79.79,72.90,1282.28,1195.85
3999,0.159566,0.380707,691.13,663.11,4000,10,1,0.40,0.40,3,589.66,569.87,100.94,92.62,1599.11,1496.07
4999,0.152756,0.371753,808.64,773.90,5000,10,1,0.40,0.40,3,674.06,649.78,133.07,122.80,2004.73,1877.81
5999,0.147116,0.363976,991.00,949.42,6000,10,1,0.40,0.40,3,825.34,796.48,164.07,151.32,2466.02,2309.64
7000,0.142244,0.357757,1235.04,1186.58,7000,10,1,0.40,0.40,3,1036.75,1002.93,197.33,183.05,3010.06,2833.45
7999,0.138652,0.352740,1372.88,1317.71,8000,10,1,0.40,0.40,3,1144.14,1105.34,227.62,212.00,3420.37,3225.33
9000,0.135902,0.349660,1712.06,1646.07,9000,10,1,0.40,0.40,3,1448.69,1401.90,261.94,242.98,4068.06,3831.75
9997,0.133110,0.345420,1839.04,1767.53,10000,10,1,0.40,0.40,3,1542.97,1492.60,294.11,272.28,4484.03,4215.40
