K,MSE,MAE,WTime,CTime,k,MaxIter,Iter,GMode,LMode,Seeding,InitWTime,InitCTime,IterWTime,IterCTime,TotWTime,TotCTime
1000,0.235051,0.464445,265.05,244.69,1000,10,1,0.40,0.40,2,233.89,215.42,29.30,27.36,526.91,489.03
2000,0.206274,0.433536,563.79,524.18,2000,10,1,0.40,0.40,2,507.51,471.27,50.96,47.39,1017.07,945.20
3000,0.191043,0.416622,890.50,829.69,3000,10,1,0.40,0.40,2,802.19,746.75,79.19,74.03,1594.12,1487.09
4000,0.182763,0.407043,1191.79,1109.87,4000,10,1,0.40,0.40,2,1079.87,1005.75,100.98,93.65,2089.69,1942.23
5000,0.174766,0.397520,1516.56,1411.37,5000,10,1,0.40,0.40,2,1370.58,1274.73,132.23,122.98,2692.87,2504.49
6000,0.169736,0.391434,1842.98,1711.59,6000,10,1,0.40,0.40,2,1663.73,1544.14,162.64,151.28,3290.17,3056.95
7000,0.164882,0.385296,2204.22,2043.44,7000,10,1,0.40,0.40,2,1990.08,1847.41,193.87,179.45,3928.83,3641.92
8000,0.160929,0.380580,2577.88,2376.49,8000,10,1,0.40,0.40,2,2330.39,2145.20,224.82,208.64,4578.56,4231.58
9000,0.158008,0.376728,2906.51,2683.22,9000,10,1,0.40,0.40,2,2624.20,2419.51,255.57,237.49,5179.88,4794.44
10000,0.155232,0.373159,3261.26,3025.37,10000,10,1,0.40,0.40,2,2943.17,2728.51,288.58,267.57,5828.96,5404.
