9000,0.272421,0.507185,1837.28,10371.03,9000,10,1,78.73+3.77=82.50,73.96+4.50=78.46,1
9000,0.246152,0.482423,1906.00,10437.52,9000,10,2,64.87+3.85=68.72,62.00+4.49=66.49,1
9000,0.242452,0.478713,1974.60,10504.17,9000,10,3,65.23+3.36=68.59,62.65+4.00=66.65,1
9000,0.241166,0.477408,2043.25,10570.55,9000,10,4,64.37+4.28=68.65,61.48+4.89=66.37,1
9000,0.240588,0.476826,2112.02,10637.23,9000,10,5,64.88+3.89=68.77,62.18+4.50=66.68,1
9000,0.240340,0.476574,2180.42,10703.73,9000,10,6,64.33+4.07=68.40,61.80+4.70=66.50,1
9000,0.240223,0.476455,2248.65,10769.64,9000,10,7,64.69+3.53=68.22,61.70+4.21=65.91,1
9000,0.240168,0.476400,2317.25,10836.21,9000,10,8,64.76+3.84=68.60,62.13+4.44=66.57,1
9000,0.240132,0.476363,2386.10,10903.07,9000,10,9,64.42+4.43=68.85,61.70+5.16=66.86,1
9000,0.240109,0.476339,2454.95,10969.61,9000,10,10,64.35+4.50=68.85,61.32+5.22=66.54,1
