10,0.515610,0.712163,14.76,20.95,10,10,6,0.10,0.10,0,0.01,0.01,2.31,3.44,23.10,34.40
10,0.454156,0.662798,20.74,28.82,10,10,9,0.10,0.20,0,0.00,0.00,2.28,3.19,22.81,31.88
10,0.458310,0.665305,12.34,15.31,10,10,5,0.10,0.30,0,0.00,0.00,2.27,3.00,22.68,29.97
10,0.470868,0.674526,12.40,14.73,10,10,5,0.10,0.40,0,0.00,0.00,2.28,2.88,22.78,28.84
10,0.510819,0.702943,12.29,14.02,10,10,5,0.10,0.50,0,0.00,0.00,2.25,2.76,22.49,27.58
10,0.566508,0.742289,8.15,8.20,10,10,3,0.10,0.60,0,0.00,0.00,2.22,2.60,22.18,26.01
9,0.586046,0.754986,9.99,10.63,10,10,4,0.10,0.70,0,0.00,0.00,2.19,2.55,21.91,25.53
9,0.627681,0.781990,6.08,5.54,10,10,2,0.10,0.80,0,0.00,0.01,2.16,2.42,21.57,24.16
7,0.752448,0.873283,7.84,7.43,10,10,3,0.10,0.90,0,0.00,0.00,2.09,2.29,20.94,22.95
10,0.452813,0.662061,22.92,31.91,10,10,10,0.20,0.10,0,0.00,0.01,2.29,3.19,22.92,31.91
10,0.453112,0.662083,22.93,31.83,10,10,10,0.20,0.20,0,0.00,0.01,2.29,3.18,22.93,31.83
10,0.457618,0.664796,18.64,24.13,10,10,8,0.20,0.30,0,0.00,0.00,2.28,3.00,22.80,30.00
10,0.473857,0.676104,10.27,11.93,10,10,4,0.20,0.40,0,0.00,0.00,2.28,2.88,22.77,28.82
10,0.504792,0.696974,14.23,16.52,10,10,6,0.20,0.50,0,0.00,0.00,2.23,2.71,22.35,27.10
10,0.569828,0.744894,11.98,13.05,10,10,5,0.20,0.60,0,0.00,0.00,2.19,2.55,21.91,25.52
10,0.595606,0.763025,10.11,10.57,10,10,4,0.20,0.70,0,0.00,0.00,2.20,2.53,21.99,25.31
9,0.631637,0.784051,5.96,5.44,10,10,2,0.20,0.80,0,0.00,0.01,2.17,2.44,21.67,24.43
7,0.752448,0.873283,7.91,7.47,10,10,3,0.20,0.90,0,0.00,0.00,2.10,2.30,21.03,23.00
10,0.457618,0.664796,18.65,24.22,10,10,8,0.30,0.10,0,0.00,0.00,2.28,3.01,22.82,30.07
10,0.457618,0.664796,18.62,24.16,10,10,8,0.30,0.20,0,0.00,0.00,2.27,3.00,22.75,30.01
10,0.458997,0.665704,14.36,18.12,10,10,6,0.30,0.30,0,0.00,0.00,2.27,2.97,22.69,29.71
10,0.477458,0.678652,12.53,15.05,10,10,5,0.30,0.40,0,0.00,0.01,2.30,2.92,23.01,29.24
10,0.503462,0.696633,18.20,21.84,10,10,8,0.30,0.50,0,0.00,0.00,2.23,2.72,22.32,27.18
10,0.569828,0.744894,12.07,13.19,10,10,5,0.30,0.60,0,0.00,0.01,2.21,2.58,22.11,25.83
10,0.595606,0.763025,10.06,10.48,10,10,4,0.30,0.70,0,0.00,0.01,2.20,2.53,22.02,25.32
9,0.618376,0.778281,11.94,12.73,10,10,5,0.30,0.80,0,0.00,0.00,2.19,2.49,21.90,24.94
7,0.752448,0.873283,7.86,7.38,10,10,3,0.30,0.90,0,0.00,0.00,2.10,2.29,20.99,22.87
10,0.474629,0.676452,8.26,9.25,10,10,3,0.40,0.10,0,0.00,0.00,2.29,2.89,22.86,28.89
10,0.474629,0.676452,8.21,9.13,10,10,3,0.40,0.20,0,0.00,0.00,2.29,2.89,22.87,28.92
10,0.474629,0.676452,8.30,9.27,10,10,3,0.40,0.30,0,0.00,0.01,2.28,2.90,22.82,28.98
10,0.498740,0.695374,10.21,11.93,10,10,4,0.40,0.40,0,0.00,0.01,2.26,2.85,22.62,28.54
10,0.505160,0.698224,18.18,21.75,10,10,8,0.40,0.50,0,0.00,0.00,2.22,2.70,22.20,26.97
10,0.574528,0.747822,8.15,8.32,10,10,3,0.40,0.60,0,0.00,0.01,2.22,2.59,22.18,25.94
10,0.599451,0.765682,8.07,7.98,10,10,3,0.40,0.70,0,0.00,0.01,2.19,2.51,21.89,25.12
9,0.618691,0.778525,9.94,10.16,10,10,4,0.40,0.80,0,0.00,0.00,2.18,2.48,21.85,24.82
7,0.752448,0.873283,7.87,7.39,10,10,3,0.40,0.90,0,0.00,0.01,2.09,2.28,20.94,22.80
10,0.516236,0.707616,16.12,19.12,10,10,7,0.50,0.10,0,0.00,0.00,2.22,2.71,22.17,27.09
