K,MSE,MAE,WTime,CTime,k,MaxIter,Iter,GMode,LMode,Seeding,InitWTime,InitCTime,IterWTime,IterCTime,TotWTime,TotCTime
1000,0.301423,0.535068,33.61,35.31,1000,10,1,0.30,0.30,3,49.87,51.49,3.69,4.10,86.82,92.48
2000,0.282972,0.517100,55.63,60.91,2000,10,1,0.30,0.30,3,68.21,75.97,6.15,6.54,129.74,141.41
3000,0.272256,0.507103,78.94,90.80,3000,10,1,0.30,0.30,3,102.39,118.89,10.25,10.25,204.93,221.42
4000,0.266012,0.500597,82.67,100.52,4000,10,1,0.30,0.30,3,123.41,149.95,13.20,13.18,255.44,281.72
5000,0.259715,0.494504,122.71,152.03,5000,10,1,0.30,0.30,3,145.14,186.17,18.01,17.67,325.23,362.83
6000,0.256732,0.490930,124.99,165.76,6000,10,1,0.30,0.30,3,168.88,225.48,21.75,21.42,386.40,439.71
7000,0.252547,0.487025,150.22,200.48,7000,10,1,0.30,0.30,3,197.40,277.90,26.37,25.71,461.07,535.02
8000,0.249135,0.483693,179.43,246.88,8000,10,1,0.30,0.30,3,203.82,303.57,30.19,29.63,505.75,599.91
8999,0.245584,0.480153,235.66,339.65,9000,10,1,0.30,0.30,3,230.40,363.09,34.61,33.54,576.53,698.48
10000,0.243675,0.477976,247.55,371.05,10000,10,1,0.30,0.30,3,290.41,457.53,38.95,37.55,679.94,832.98
