K,MSE,MAE,WTime,CTime,k,MaxIter,Iter,GMode,LMode,Seeding,InitWTime,InitCTime,IterWTime,IterCTime,TotWTime,TotCTime
1000,0.349924,0.580789,8071.76,8008.50,1000,8,1,0.2,0.1,3,7119.72,7005.46,943.14,993.83,14664.80,14956.10
2000,0.331353,0.564658,11452.67,11315.52,2000,8,1,0.2,0.1,3,9868.88,9709.51,1603.85,1625.19,22699.69,22711.00
4000,0.312868,0.54783,20541.62,20276.44,4000,8,1,0.2,0.1,3,17521.06,17310.24,3297.46,3249.05,43900.71,43302.67
6000,0.302852,0.538509,27831.81,27509.67,6000,8,1,0.2,0.1,3,22564.78,22351.66,5244.80,5130.64,64523.21,63396.80
8000,0.296056,0.532252,30861.37,30389.70,8000,8,1,0.2,0.1,3,24009.11,23719.30,6814.84,6630.39,78527.81,76762.39
10000,0.291259,0.527274,45495.40,44882.16,10000,8,1,0.2,0.1,3,36830.47,36456.88,8626.03,8374.52,105838.75,103453.06
