K,MSE,MAE,WTime,CTime,k,MaxIter,Iter,GMode,LMode,Seeding,InitWTime,InitCTime,IterWTime,IterCTime,TotWTime,TotCTime
1000,0.370595,0.598672,8120.01,7895.73,1000,10,1,0.2,0.1,2,7077.14,6802.64,959.83,1006.34,16675.47,16866.01
2000,0.351851,0.582596,16268.42,15731.45,2000,10,1,0.2,0.1,2,14538.87,13989.79,1618.62,1628.90,30725.12,30278.75
4000,0.332926,0.566061,35854.16,34690.91,4000,10,1,0.2,0.1,2,32498.02,31386.05,3177.21,3121.76,64270.16,62603.70
6000,0.323318,0.557662,71420.69,69632.44,6000,10,1,0.2,0.1,2,66070.35,64398.25,5050.46,4938.20,116574.91,113780.28
8000,0.316450,0.551483,109978.79,107454.53,8000,10,1,0.2,0.1,2,102872.78,100527.38,6742.18,6552.35,170294.61,166050.89
10000,0.310344,0.545951,146493.67,143542.11,10000,10,1,0.2,0.1,2,137403.96,134692.70,8670.45,8410.11,224108.51,218793.81
