K,MSE,MAE,WTime,CTime,k,MaxIter,Iter,GMode,LMode,Seeding,InitWTime,InitCTime,IterWTime,IterCTime,TotWTime,TotCTime
1000,0.345472,0.579046,22168.39,113115.82,1000,10,4,0.2,0.1,1,18343.53,109100.17,950.80,997.37,27851.51,119073.89
2000,0.328264,0.563904,41630.96,223018.25,2000,10,3,0.2,0.1,1,36682.48,218047.63,1619.50,1626.18,52877.48,234309.43
4000,0.30989,0.547351,82945.24,445334.95,4000,10,3,0.2,0.1,1,73282.62,435823.31,3173.40,3121.38,105016.64,467037.10
6000,0.299515,0.537965,125486.25,668705.16,6000,10,3,0.2,0.1,1,110046.10,653592.82,5020.03,4907.07,160246.40,702663.53
8000,0.292593,0.531575,166770.08,890810.4,8000,10,3,0.2,0.1,1,146120.71,870724.55,6776.28,6588.69,213883.52,936611.42
10000,0.28756,0.526962,208111.16,1113171.7,10000,10,3,0.2,0.1,1,181948.86,1087766.19,8602.00,8345.65,267968.91,1171222.65
