K,MSE,MAE,WTime,CTime,k,MaxIter,Iter,GMode,LMode,Seeding,InitWTime,InitCTime,IterWTime,IterCTime,TotWTime,TotCTime
1000,0.341161,0.574014,8505.7,8924.63,1000,10,9,0.2,0.1,0,0.24,0.25,944.49,990.81,9445.16,9908.39
2000,0.321239,0.55616,14731.86,14842.58,2000,10,9,0.2,0.1,0,0.24,0.23,1636.06,1648.37,16360.85,16483.89
4000,0.302612,0.539097,28918.62,28433.2,4000,10,9,0.2,0.1,0,0.24,0.25,3209.99,3155.40,32100.17,31554.21
6000,0.292744,0.529825,40851.10,39929.81,6000,10,8,0.2,0.1,0,0.24,0.24,5096.24,4981.62,50962.69,49816.41
8000,0.285757,0.523204,55132.36,53590.47,8000,10,8,0.2,0.1,0,0.25,0.25,6873.37,6681.97,68733.97,66819.97
10000,0.280332,0.518000,69746.76,67671.68,10000,10,8,0.2,0.1,0,0.24,0.24,8701.20,8441.08,87012.19,84411.06
