#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
319,0.55,0.826847,0.964069,320,0.878794,0.783915,12,2,-1.00,4,12,2,1,4,0.9,0.8,0.2,0.2,4638,1588,330,0.49,0.01,0.05,0.02
195,0.51,0.854287,0.978506,196,0.894920,0.809150,12,2,-1.00,4,12,2,1,5,0.9,0.8,0.2,0.2,4638,906,201,0.48,0.00,0.03,0.04
257,0.54,0.838001,0.971884,257,0.883638,0.791577,12,2,-1.00,4,12,4,1,2,0.9,0.8,0.2,0.2,4638,1341,261,0.49,0.00,0.05,0.03
222,0.55,0.846044,0.976300,222,0.888802,0.799580,12,2,-1.00,4,12,4,1,3,0.9,0.8,0.2,0.2,4638,1286,226,0.49,0.01,0.05,0.02
169,0.51,0.863136,0.981725,169,0.897341,0.812830,12,2,-1.00,4,12,4,1,4,0.9,0.8,0.2,0.2,4638,1103,173,0.47,0.00,0.04,0.02
98,0.50,0.881830,0.989907,98,0.910197,0.833906,12,2,-1.00,4,12,4,1,5,0.9,0.8,0.2,0.2,4638,621,99,0.47,0.01,0.02,0.02
700,0.64,0.770031,0.930623,708,0.843421,0.731281,12,2,-1.00,4,16,2,1,2,0.9,0.8,0.2,0.2,4638,3428,724,0.46,0.01,0.17,0.03
502,0.59,0.792621,0.948519,505,0.860313,0.756402,12,2,-1.00,4,16,2,1,3,0.9,0.8,0.2,0.2,4638,2850,517,0.48,0.01,0.10,0.03
341,0.55,0.822544,0.960865,342,0.876933,0.781091,12,2,-1.00,4,16,2,1,4,0.9,0.8,0.2,0.2,4638,2100,352,0.49,0.00,0.06,0.03
214,0.54,0.850184,0.975672,215,0.892948,0.805918,12,2,-1.00,4,16,2,1,5,0.9,0.8,0.2,0.2,4638,1199,220,0.50,0.01,0.03,0.02
290,0.55,0.828804,0.968334,290,0.879489,0.785420,12,2,-1.00,4,16,4,1,2,0.9,0.8,0.2,0.2,4638,1777,294,0.48,0.01,0.06,0.02
251,0.52,0.837485,0.973515,251,0.884824,0.793567,12,2,-1.00,4,16,4,1,3,0.9,0.8,0.2,0.2,4638,1701,255,0.46,0.00,0.06,0.02
183,0.54,0.858165,0.980709,183,0.894546,0.808468,12,2,-1.00,4,16,4,1,4,0.9,0.8,0.2,0.2,4638,1452,187,0.49,0.00,0.05,0.02
105,0.51,0.878219,0.989976,105,0.908051,0.830494,12,2,-1.00,4,16,4,1,5,0.9,0.8,0.2,0.2,4638,812,106,0.49,0.00,0.02,0.03
392,0.63,0.812539,0.956770,393,0.869973,0.770537,12,2,-1.00,5,8,2,1,2,0.9,0.8,0.2,0.2,3328,1113,401,0.50,0.00,0.13,0.03
318,0.57,0.822595,0.965894,318,0.878385,0.783542,12,2,-1.00,5,8,2,1,3,0.9,0.8,0.2,0.2,3328,981,324,0.49,0.01,0.07,0.02
244,0.52,0.843772,0.971468,244,0.887278,0.796700,12,2,-1.00,5,8,2,1,4,0.9,0.8,0.2,0.2,3328,818,250,0.47,0.00,0.05,0.03
178,0.52,0.861534,0.979616,178,0.896628,0.811710,12,2,-1.00,5,8,2,1,5,0.9,0.8,0.2,0.2,3328,642,182,0.50,0.00,0.02,0.04
124,0.51,0.871481,0.986950,124,0.904522,0.824785,12,2,-1.00,5,8,4,1,2,0.9,0.8,0.2,0.2,3328,503,126,0.47,0.01,0.03,0.03
117,0.52,0.873914,0.987778,117,0.906047,0.827189,12,2,-1.00,5,8,4,1,3,0.9,0.8,0.2,0.2,3328,496,119,0.48,0.01,0.03,0.02
107,0.50,0.879216,0.989024,107,0.908400,0.830964,12,2,-1.00,5,8,4,1,4,0.9,0.8,0.2,0.2,3328,482,109,0.48,0.00,0.02,0.03
87,0.51,0.886962,0.991370,87,0.912750,0.837982,12,2,-1.00,5,8,4,1,5,0.9,0.8,0.2,0.2,3328,412,88,0.48,0.00,0.03,0.02
460,0.62,0.798923,0.949143,462,0.863892,0.761299,12,2,-1.00,5,12,2,1,2,0.9,0.8,0.2,0.2,3328,1640,472,0.50,0.01,0.11,0.04
361,0.57,0.811897,0.960410,363,0.874069,0.776949,12,2,-1.00,5,12,2,1,3,0.9,0.8,0.2,0.2,3328,1437,370,0.49,0.00,0.08,0.03
276,0.53,0.832865,0.968369,277,0.883468,0.791167,12,2,-1.00,5,12,2,1,4,0.9,0.8,0.2,0.2,3328,1208,284,0.47,0.00,0.06,0.02
198,0.53,0.852150,0.977975,199,0.894013,0.807839,12,2,-1.00,5,12,2,1,5,0.9,0.8,0.2,0.2,3328,951,204,0.48,0.02,0.03,0.03
153,0.52,0.863771,0.984652,153,0.899159,0.815853,12,2,-1.00,5,12,4,1,2,0.9,0.8,0.2,0.2,3328,766,155,0.49,0.00,0.03,0.02
145,0.53,0.864944,0.984710,145,0.900799,0.818540,12,2,-1.00,5,12,4,1,3,0.9,0.8,0.2,0.2,3328,754,147,0.50,0.00,0.03,0.02
129,0.51,0.872369,0.986615,129,0.904082,0.823892,12,2,-1.00,5,12,4,1,4,0.9,0.8,0.2,0.2,3328,729,131,0.48,0.00,0.03,0.03
102,0.51,0.879880,0.989325,102,0.909247,0.832427,12,2,-1.00,5,12,4,1,5,0.9,0.8,0.2,0.2,3328,635,103,0.48,0.01,0.02,0.03
517,0.62,0.791690,0.945415,519,0.859517,0.754692,12,2,-1.00,5,16,2,1,2,0.9,0.8,0.2,0.2,3328,2189,530,0.48,0.02,0.12,0.03
395,0.56,0.806749,0.956716,397,0.871224,0.772483,12,2,-1.00,5,16,2,1,3,0.9,0.8,0.2,0.2,3328,1908,405,0.48,0.00,0.08,0.03
298,0.54,0.828966,0.964885,299,0.881557,0.787999,12,2,-1.00,5,16,2,1,4,0.9,0.8,0.2,0.2,3328,1602,306,0.48,0.01,0.05,0.03
217,0.53,0.848325,0.975390,218,0.891949,0.804437,12,2,-1.00,5,16,2,1,5,0.9,0.8,0.2,0.2,3328,1265,223,0.49,0.01,0.03,0.03
178,0.52,0.853226,0.981840,178,0.894453,0.808658,12,2,-1.00,5,16,4,1,2,0.9,0.8,0.2,0.2,3328,1018,180,0.48,0.01,0.03,0.03
166,0.53,0.855918,0.982827,166,0.896531,0.811969,12,2,-1.00,5,16,4,1,3,0.9,0.8,0.2,0.2,3328,997,168,0.49,0.01,0.03,0.03
