#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
k=50
4107,14.96,0.4671,0.8321,4149,0.6745,0.5171,12,4,-1.00,8,10,4,1,10,0.9,0.8,0.2,0.2,54760,30803,4613,0.67,0.11,14.18,0.64
4117,16.20,0.4728,0.8364,4158,0.6765,0.5199,12,4,-1.00,10,10,4,1,10,0.9,0.8,0.2,0.2,41978,31900,4623,0.66,0.09,15.45,0.65
4148,15.44,0.4594,0.8219,4198,0.6756,0.5173,12,4,-1.00,8,10,6,1,8,0.9,0.8,0.2,0.2,54760,35245,4637,0.67,0.09,14.68,0.66
4155,17.01,0.4634,0.8216,4214,0.6760,0.5176,16,4,-1.00,10,10,6,1,10,0.9,0.8,0.2,0.2,54903,37409,4708,0.72,0.12,16.17,0.66
4166,8.36,0.4538,0.8145,4231,0.6734,0.5143,16,4,-1.00,8,10,6,1,10,0.9,0.8,0.2,0.2,71613,36441,4729,0.68,0.12,7.56,0.65

k=450
4387,16.46,0.4546,0.8171,4437,0.6698,0.5109,12,4,-1.00,8,14,4,1,10,0.9,0.8,0.2,0.2,54760,43074,4975,0.68,0.14,15.64,0.66
4431,8.72,0.4508,0.8094,4503,0.6697,0.5100,16,4,-1.00,8,14,6,1,10,0.9,0.8,0.2,0.2,71613,50999,5068,0.71,0.16,7.85,0.66
4526,11.33,0.4527,0.8151,4583,0.6680,0.5088,12,4,-1.00,8,16,4,1,10,0.9,0.8,0.2,0.2,54760,49218,5162,0.58,0.18,10.57,0.65
4564,17.51,0.4523,0.8097,4628,0.6703,0.5113,12,4,-1.00,8,16,6,1,8,0.9,0.8,0.2,0.2,54760,56423,5157,0.68,0.15,16.68,0.65
4736,20.35,0.4534,0.8061,4819,0.6711,0.5124,20,4,-1.00,10,8,6,1,10,0.9,0.8,0.2,0.2,68916,36973,5455,0.74,0.11,19.50,0.65
4742,1.68,0.4456,0.8004,4827,0.6685,0.5091,20,4,-1.00,8,8,6,1,10,0.9,0.8,0.2,0.2,89721,35912,5466,0.76,0.14,0.78,0.68
4917,21.31,0.4516,0.8021,5002,0.6694,0.5104,20,4,-1.00,10,10,6,1,10,0.9,0.8,0.2,0.2,68916,46238,5671,0.78,0.14,20.39,0.66
4925,9.92,0.4526,0.8043,4996,0.6665,0.5074,16,4,-1.00,8,8,4,1,10,0.9,0.8,0.2,0.2,71613,31457,5603,0.67,0.12,9.13,0.65
4935,1.73,0.4408,0.7933,5026,0.6659,0.5058,20,4,-1.00,8,10,6,1,10,0.9,0.8,0.2,0.2,89721,44916,5699,0.75,0.16,0.82,0.69
4956,20.54,0.4590,0.8099,5021,0.6683,0.5098,16,4,-1.00,10,8,4,1,10,0.9,0.8,0.2,0.2,54903,32740,5631,0.73,0.11,19.70,0.65
4972,19.08,0.4546,0.8082,5030,0.6662,0.5070,12,4,-1.00,8,8,4,1,8,0.9,0.8,0.2,0.2,54760,31456,5585,0.69,0.09,18.30,0.64
4989,10.39,0.4496,0.7990,5073,0.6677,0.5080,16,4,-1.00,8,8,6,1,8,0.9,0.8,0.2,0.2,71613,36953,5656,0.68,0.10,9.61,0.66
5087,22.33,0.4484,0.7978,5184,0.6674,0.5081,20,4,-1.00,10,12,6,1,10,0.9,0.8,0.2,0.2,68916,55430,5913,0.76,0.16,21.41,0.66

k=500
5411,22.79,0.4305,0.7767,5523,0.6599,0.4985,20,4,-1.00,8,16,6,1,10,0.9,0.8,0.2,0.2,89721,71759,6333,0.77,0.23,21.79,0.65
5612,24.58,0.4284,0.7714,5744,0.6590,0.4974,24,4,-1.00,8,10,6,1,10,0.9,0.8,0.2,0.2,107892,53559,6610,0.81,0.19,23.58,0.69
5672,8.43,0.4418,0.7864,5766,0.6584,0.4976,12,4,-1.00,8,16,4,1,8,0.9,0.8,0.2,0.2,54760,62832,6478,0.67,0.18,7.58,0.69
5675,1.91,0.4382,0.7803,5777,0.6602,0.4992,16,4,-1.00,8,16,6,1,8,0.9,0.8,0.2,0.2,71613,73783,6533,0.73,0.19,0.99,0.68
5686,1.92,0.4364,0.7800,5806,0.6587,0.4982,16,4,-1.00,8,16,4,1,10,0.9,0.8,0.2,0.2,71613,62830,6598,0.73,0.22,0.97,0.69
5793,25.09,0.4355,0.7764,5930,0.6606,0.4999,24,4,-1.00,10,12,6,1,10,0.9,0.8,0.2,0.2,82792,66203,6865,0.81,0.20,24.08,0.64
5826,12.36,0.4382,0.7792,5933,0.6588,0.4983,20,4,-1.00,8,8,4,1,10,0.9,0.8,0.2,0.2,89721,38127,6743,0.74,0.14,11.48,0.66
5839,25.72,0.4265,0.7667,5993,0.6566,0.4946,24,4,-1.00,8,12,6,1,10,0.9,0.8,0.2,0.2,107892,64276,6937,0.80,0.22,24.70,0.64
5863,25.61,0.4430,0.7846,5964,0.6605,0.5007,20,4,-1.00,10,8,4,1,10,0.9,0.8,0.2,0.2,68916,39877,6777,0.75,0.13,24.73,0.65
5993,26.93,0.4230,0.7579,6161,0.6548,0.4923,24,4,-1.00,8,14,6,1,10,0.9,0.8,0.2,0.2,107892,75015,7140,0.80,0.26,25.87,0.66
5994,26.40,0.4316,0.7710,6133,0.6599,0.4994,28,4,-1.00,10,8,6,1,10,0.9,0.8,0.2,0.2,97244,50487,7094,0.85,0.17,25.38,0.64

