K-Means||
K,MSE,MAE,WTime,CTime,k,MaxIter,Iter,GMode,LMode,Seeding,InitWTime,InitCTime,IterWTime,IterCTime,TotWTime,TotCTime
10,0.451697,0.663206,46.82,46.65,10,10,4,0.30,0.30,2,7.36,7.32,9.85,9.82,105.84,105.50
1000,0.295688,0.530288,540.56,524.77,1000,10,9,0.30,0.30,2,260.94,252.89,31.07,30.21,571.62,554.96
2000,0.276793,0.512605,1092.42,1057.64,2000,10,10,0.30,0.30,2,549.20,532.31,54.32,52.53,1092.42,1057.64
3000,0.266496,0.502476,1710.16,1656.72,3000,10,10,0.30,0.30,2,872.73,846.73,83.74,81.00,1710.16,1656.72
4000,0.259078,0.495223,2336.36,2264.44,4000,10,10,0.30,0.30,2,1236.61,1200.98,109.98,106.35,2336.36,2264.44
5000,0.253589,0.489791,3267.25,3174.92,5000,10,10,0.30,0.30,2,1827.84,1781.78,143.94,139.31,3267.25,3174.92
6000,0.249192,0.485338,4237.23,4124.78,6000,10,10,0.30,0.30,2,2477.01,2420.35,176.02,170.44,4237.23,4124.78
7000,0.245538,0.481706,5241.18,5107.66,7000,10,10,0.30,0.30,2,3159.29,3092.63,208.19,201.50,5241.19,5107.66
8000,0.242397,0.478612,6248.76,6093.08,8000,10,10,0.30,0.30,2,3875.56,3798.14,237.32,229.49,6248.77,6093.08
9000,0.239665,0.475769,7361.17,7186.03,9000,10,10,0.30,0.30,2,4592.35,4505.02,276.88,268.10,7361.17,7186.03
10000,0.237131,0.473067,8242.58,8048.59,10000,10,10,0.30,0.30,2,5227.29,5130.36,301.53,291.82,8242.58,8048.59

SILK
K,MSE,MAE,WTime,CTime,k,MaxIter,Iter,GMode,LMode,Seeding,InitWTime,InitCTime,IterWTime,IterCTime,TotWTime,TotCTime
1000,0.295498,0.529471,408.90,398.89,1000,10,9,0.30,0.30,3,136.03,133.81,30.33,29.47,439.37,428.49
2000,0.277939,0.512513,734.81,713.73,2000,10,10,0.30,0.30,3,199.80,196.76,53.50,51.70,734.81,713.73
3000,0.267003,0.502202,1150.07,1117.78,3000,10,10,0.30,0.30,3,318.88,314.02,83.12,80.38,1150.07,1117.78
4000,0.260701,0.495515,1444.07,1402.14,4000,10,10,0.30,0.30,3,345.35,340.21,109.87,106.19,1444.07,1402.14
4999,0.254940,0.489979,1952.97,1899.39,5000,10,10,0.30,0.30,3,505.48,498.16,144.75,140.12,1952.97,1899.39
5999,0.251842,0.486457,2435.70,2370.77,6000,10,10,0.30,0.30,3,621.82,612.75,181.39,175.80,2435.71,2370.77
7000,0.247578,0.482289,2796.67,2720.16,7000,10,10,0.30,0.30,3,664.89,655.56,213.18,206.46,2796.68,2720.16
8000,0.244290,0.479087,3259.87,3170.52,8000,10,10,0.30,0.30,3,818.99,807.66,244.09,236.29,3259.87,3170.52
9000,0.241112,0.475894,4016.31,3911.38,9000,10,10,0.30,0.30,3,1212.36,1196.40,280.39,271.50,4016.31,3911.38
9998,0.239201,0.473599,4527.25,4410.75,10000,10,10,0.30,0.30,3,1396.66,1378.81,313.06,303.19,4527.25,4410.75
