6000,0.324697,0.543935,6613.27,19402.23,6000,10,1,268.12+14.74=282.86,236.10+16.10=252.20,1
5999,0.300633,0.522515,6845.26,19606.00,6000,10,2,218.43+13.56=231.99,188.94+14.83=203.77,1
5999,0.296972,0.518996,7075.41,19807.95,6000,10,3,216.45+13.70=230.15,186.98+14.97=201.95,1
5999,0.295962,0.518018,7304.36,20007.23,6000,10,4,215.44+13.51=228.95,184.49+14.79=199.28,1
5999,0.295601,0.517634,7533.20,20206.80,6000,10,5,215.44+13.39=228.84,184.93+14.64=199.57,1
5999,0.295498,0.517534,7762.22,20406.65,6000,10,6,214.67+14.35=229.01,184.23+15.62=199.85,1
5999,0.295478,0.517514,7991.04,20608.33,6000,10,7,216.31+12.51=228.82,187.98+13.70=201.68,1
5999,0.295474,0.517509,8219.87,20806.45,6000,10,8,215.35+13.47=228.83,183.45+14.67=198.12,1
5999,0.295473,0.517509,8448.70,21012.37,6000,10,9,215.45+13.38=228.83,191.29+14.63=205.92,1
5999,0.295473,0.517509,8677.50,21218.34,6000,10,10,215.45+13.34=228.80,191.43+14.54=205.97,1
