#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
3090,19.97,0.127744,0.363319,3091,0.134760,0.026008,8,4,-1.00,50,12,6,1,30,0.9,0.8,0.5,0.3,19977,18606,3545,1.06,4.05,14.86,1.33
2836,18.64,0.128323,0.369996,2837,0.136829,0.026884,8,4,-1.00,50,12,6,1,50,0.9,0.8,0.5,0.3,19977,17695,3254,1.05,4.11,13.48,1.23
5996,39.52,0.108144,0.311631,5996,0.120501,0.023969,8,6,-1.00,30,8,4,1,30,0.9,0.8,0.5,0.3,39564,30551,7241,1.07,2.73,35.72,1.32
3538,22.49,0.114286,0.351744,3538,0.128011,0.024836,8,6,-1.00,30,8,4,1,50,0.9,0.8,0.5,0.3,39564,16747,4327,1.09,2.67,18.73,1.25
4493,27.37,0.117807,0.348925,4493,0.124828,0.023619,8,6,-1.00,30,8,6,1,30,0.9,0.8,0.5,0.3,39564,23200,5236,1.06,2.45,23.86,1.28
2579,16.03,0.125954,0.406728,2579,0.137788,0.028084,8,6,-1.00,30,8,6,1,50,0.9,0.8,0.5,0.3,39564,12298,3031,1.11,2.52,12.40,1.26
6216,43.14,0.107584,0.307457,6217,0.134952,0.030934,8,6,-1.00,30,10,4,1,30,0.9,0.8,0.5,0.3,39564,38132,7557,1.06,3.35,38.73,1.38
3685,23.92,0.113566,0.348138,3686,0.126409,0.024385,8,6,-1.00,30,10,4,1,50,0.9,0.8,0.5,0.3,39564,20930,4544,1.09,3.22,19.61,1.24
4677,29.09,0.115764,0.344837,4677,0.123470,0.023270,8,6,-1.00,30,10,6,1,30,0.9,0.8,0.5,0.3,39564,28946,5495,1.09,3.01,24.99,1.37
2701,17.32,0.124445,0.402212,2701,0.136190,0.027564,8,6,-1.00,30,10,6,1,50,0.9,0.8,0.5,0.3,39564,15423,3200,1.06,3.06,13.20,1.23
