alpha,MSE,MAE,Time
Mode2,0.953182,0.976287,0.001500

Medoid (ID=603)
Medoid,0.698743,0.826518,0.351908

ID,MSE,MAE,DataID
1,0.835735,0.912865,8401877
2,0.825675,0.906920,3943829
3,0.790863,0.887168,7830992
4,0.820109,0.904301,7984400
5,0.833457,0.912011,9116473
6,0.739661,0.852883,1975513
7,0.840924,0.916023,3352227
8,0.801387,0.894002,7682295
9,0.823674,0.905495,2777747
10,0.827691,0.907595,5539699
11,0.831969,0.911199,4773970
12,0.710535,0.833976,6288709
13,0.760938,0.870886,3647844
14,0.792152,0.888570,5134009
15,0.752975,0.860605,9522297
16,0.813404,0.900464,9161950
17,0.779562,0.881304,6357117
18,0.728546,0.845828,7172969
19,0.766067,0.872240,1416025
20,0.806526,0.896598,6069688
21,0.773806,0.877453,163005
22,0.865097,0.928979,2428867
23,0.837107,0.913930,1372315
24,0.803262,0.894382,8041767
25,0.774015,0.877794,1566790
26,0.864030,0.928689,4009443
27,0.851945,0.922067,1297904
28,0.860043,0.925034,1088088
29,0.791345,0.888056,9989245
30,0.728654,0.847127,2182569
31,0.723722,0.841719,5129323
32,0.774386,0.877612,8391122
33,0.700951,0.828910,6126398
34,0.755539,0.865365,2960316
35,0.716100,0.836903,6375522
36,0.822259,0.905427,5242871
37,0.811012,0.899288,4935829
38,0.855764,0.923917,9727750
39,0.700935,0.827682,2925167
40,0.851303,0.921401,7713576
41,0.807716,0.897695,5267449
42,0.843001,0.916842,7699138
43,0.808652,0.896308,4002286
44,0.839744,0.914782,8915294
45,0.859144,0.924548,2833147
46,0.780996,0.881565,3524583
47,0.852338,0.922191,8077245
48,0.742207,0.854627,9190264
49,0.775419,0.878276,697552
50,0.826628,0.907766,9493270
51,0.775518,0.878022,5259953
52,0.807436,0.896780,860558
53,0.778189,0.880368,1922138
54,0.791435,0.886131,6632269
55,0.783325,0.882659,8902326
56,0.791520,0.888229,3488929
57,0.777889,0.880206,641713
58,0.812529,0.900316,200230
59,0.731450,0.846513,4577017
60,0.734283,0.849223,630958
61,0.854432,0.923019,2382799
62,0.837534,0.914326,9706341
63,0.798894,0.892027,9022080
64,0.813036,0.900223,8509197
65,0.763905,0.868343,2666657
66,0.830133,0.910111,5397603
67,0.774674,0.878686,3752069
68,0.790773,0.885422,7602487
69,0.817919,0.903079,5125353
70,0.779688,0.877000,6677237
71,0.799017,0.892201,5316064
72,0.814807,0.901614,392803
73,0.835533,0.910648,4376375
74,0.770051,0.875120,9318350
75,0.769262,0.869955,9308097
76,0.801993,0.894262,7209523
77,0.822661,0.905626,2842934
78,0.723446,0.841482,7385343
79,0.851920,0.921594,6399788
80,0.743709,0.854240,3540486
81,0.802380,0.894382,6878613
82,0.815359,0.901014,1659741
83,0.850915,0.921016,4401045
84,0.752474,0.863728,8800752
85,0.753430,0.860443,8292010
86,0.775069,0.874981,3303371
87,0.816664,0.902203,2289681
88,0.827516,0.908303,8933724
89,0.817533,0.902161,3503601
90,0.829734,0.909300,6866699
91,0.740735,0.852649,9564682
92,0.840584,0.915341,5886401
93,0.802564,0.894844,6573040
94,0.738575,0.853164,8586763
95,0.812641,0.900013,4395599
96,0.875832,0.935047,9239697
97,0.825313,0.907353,3984366
98,0.720431,0.840626,8147668
99,0.738773,0.851029,6842185
100,0.810423,0.897462,9109720
101,0.830090,0.909519,4824906
102,0.722610,0.841165,2158249
103,0.727572,0.844063,9502523
104,0.782609,0.882952,9201282
105,0.816386,0.901915,1476600
106,0.780327,0.878326,8810621
107,0.823642,0.906433,6410805
108,0.842818,0.916809,4319534
109,0.811567,0.898670,6195964
110,0.760109,0.869572,2810594
111,0.780967,0.882342,7860020
112,0.841957,0.915922,3074578
113,0.785949,0.883983,4470335
114,0.796788,0.890642,2261066
115,0.818252,0.903309,1875331
116,0.796381,0.888376,2762346
117,0.832581,0.911171,5564437
118,0.732358,0.848363,4165012
119,0.812583,0.900256,1696070
120,0.808847,0.898100,9068039
121,0.802288,0.893835,1031711
122,0.792821,0.888885,1260753
123,0.736497,0.849742,4954440
124,0.761804,0.870808,7604752
125,0.761303,0.866252,9847516
126,0.826468,0.906078,9350039
127,0.832433,0.911362,6844450
128,0.747608,0.857741,3831883
129,0.851048,0.921357,7497708
130,0.747924,0.858364,3686635
131,0.742079,0.853432,2941603
132,0.819397,0.904059,2322615
133,0.724109,0.843163,5844885
134,0.822673,0.905424,2444127
135,0.790789,0.885408,1523897
136,0.854389,0.923436,7321485
137,0.849285,0.919605,1254749
138,0.847122,0.919168,7934703
139,0.833003,0.911445,1641019
140,0.779487,0.880832,7450713
141,0.742026,0.854449,745298
142,0.918401,0.957540,9501040
143,0.767604,0.869449,525292
144,0.881676,0.938083,5215633
145,0.859803,0.926044,1762106
146,0.734554,0.849957,2400623
147,0.822725,0.905513,7977980
148,0.783727,0.881921,7326544
149,0.780949,0.881388,6565636
150,0.775414,0.879148,9674051
151,0.790589,0.886857,6394583
152,0.748936,0.859173,7597348
153,0.844000,0.917418,934804
154,0.784726,0.882640,1349024
155,0.811528,0.898121,5202100
156,0.810461,0.899083,782321
157,0.796334,0.890936,699063
158,0.733584,0.849475,2046550
159,0.827779,0.908788,4614204
160,0.814194,0.901090,8196772
161,0.782241,0.882842,5733186
162,0.783957,0.883613,7555808
163,0.834648,0.912545,519388
164,0.788936,0.885127,1578071
165,0.790812,0.887377,9999935
166,0.746091,0.856432,2043286
167,0.822719,0.905096,8899556
168,0.823949,0.905867,1254684
169,0.855780,0.923511,9977989
170,0.722878,0.842851,540575
171,0.812366,0.898226,8705398
172,0.796185,0.890897,723287
173,0.779763,0.881198,41616
174,0.784782,0.884293,9230691
175,0.869773,0.931212,5938921
176,0.783572,0.883823,1803722
177,0.750578,0.859618,1631314
178,0.759434,0.869218,3916902
179,0.796046,0.890583,9130266
180,0.798057,0.890329,8196951
181,0.886555,0.940074,3590953
182,0.855882,0.921961,5524850
183,0.712303,0.834747,5794299
184,0.786605,0.885505,4525758
185,0.794012,0.889530,6873874
186,0.753634,0.861608,996400
187,0.793137,0.888978,5308079
188,0.753237,0.865256,7572938
189,0.785575,0.884072,3042951
190,0.862840,0.928043,9922284
191,0.828787,0.909302,5769711
192,0.807343,0.896254,8776137
193,0.824065,0.905169,7478092
194,0.814769,0.901468,6289099
195,0.762794,0.867702,354209
196,0.816005,0.902072,7478028
197,0.815001,0.901238,8332385
198,0.802735,0.892692,9253765
199,0.832164,0.909708,8732713
200,0.862541,0.927787,8310375
201,0.785797,0.884194,9794341
202,0.714202,0.835739,7438112
203,0.818834,0.903553,9033663
204,0.851814,0.921551,9835957
205,0.767907,0.869358,6668803
206,0.865305,0.929054,4972585
207,0.791301,0.887711,1639680
208,0.840235,0.915669,8300118
209,0.753132,0.860782,8889487
210,0.751040,0.860222,769946
211,0.792401,0.888190,6497069
212,0.800212,0.893450,2480441
213,0.726284,0.844600,6294797
214,0.774367,0.877816,2291369
215,0.834677,0.912507,7006199
216,0.788436,0.885647,3168671
217,0.779759,0.880660,3287770
218,0.747337,0.857301,2314279
219,0.833330,0.910781,741609
220,0.768590,0.873109,6330721
221,0.858103,0.925015,2236564
222,0.815048,0.901433,6511320
223,0.758070,0.866792,5106859
224,0.737242,0.850916,9714657
225,0.796392,0.890571,2800420
226,0.823329,0.905895,5461068
227,0.731287,0.846425,7192685
228,0.743441,0.859664,1132805
229,0.781154,0.882036,4714834
230,0.769941,0.871194,5925399
231,0.848385,0.920214,9443180
232,0.826227,0.907483,4509175
233,0.839147,0.915021,3363511
234,0.776812,0.879402,8476844
235,0.738879,0.851250,4345132
236,0.816746,0.902396,32314
237,0.787741,0.885807,3449429
238,0.772217,0.875290,5984812
239,0.725626,0.845313,8332432
240,0.858996,0.925887,2338917
241,0.800453,0.893511,6754759
242,0.805232,0.895855,4829502
243,0.727967,0.845377,4819358
244,0.807353,0.897382,3049556
245,0.732140,0.849967,7120872
246,0.771607,0.875322,1825557
247,0.854001,0.923250,6218228
248,0.806483,0.896502,408643
249,0.714798,0.836916,4139837
250,0.844111,0.917521,6959837
251,0.857953,0.924062,6739364
252,0.814536,0.901384,6376401
253,0.712376,0.835503,3471158
254,0.868875,0.931371,1846224
255,0.825724,0.906746,6091058
256,0.809504,0.898064,6271578
257,0.834798,0.912351,7307293
258,0.823386,0.905984,3283744
259,0.822538,0.905513,7404384
260,0.847739,0.919323,2022127
261,0.865691,0.929345,9209143
262,0.819876,0.904482,6847565
263,0.790191,0.887578,6531303
264,0.796500,0.890751,2572654
265,0.824698,0.906977,5324409
266,0.765781,0.869191,876436
267,0.805021,0.894599,2604969
268,0.826485,0.907610,8773839
269,0.813467,0.899847,6861249
270,0.795636,0.890562,937402
271,0.831015,0.910017,1112756
272,0.761634,0.869013,3616009
273,0.800455,0.893351,5766905
274,0.780884,0.881492,5932114
275,0.727206,0.844251,6665565
276,0.788692,0.884885,2887777
277,0.807911,0.895317,7757672
278,0.840309,0.915441,2883794
279,0.759811,0.865921,3296420
280,0.830048,0.909787,1897509
281,0.801396,0.894064,9843632
282,0.858491,0.925632,35785
283,0.755551,0.866650,8273911
284,0.870696,0.932054,3314790
285,0.793871,0.889026,1882010
286,0.820460,0.904665,4364969
287,0.785167,0.882619,9586369
288,0.732367,0.847693,9189303
289,0.800227,0.892964,7648714
290,0.791953,0.887851,6990754
291,0.844134,0.916946,1211431
292,0.814820,0.901252,6857857
293,0.748998,0.863106,3838319
294,0.818241,0.902552,7742734
295,0.720820,0.840419,9430512
296,0.854294,0.923336,9162729
297,0.811821,0.899839,8619171
298,0.811088,0.898983,2035482
299,0.794917,0.890060,7936568
300,0.798383,0.891675,5480420
301,0.800478,0.893435,2972884
302,0.718841,0.840638,9049324
303,0.806371,0.896020,9096429
304,0.730285,0.845278,8739789
305,0.713791,0.836272,4981439
306,0.840251,0.915741,5761995
307,0.762963,0.872045,1627567
308,0.776035,0.875229,2739111
309,0.735254,0.849679,8645789
310,0.804342,0.895522,4923988
311,0.767658,0.873106,4636621
312,0.764221,0.869097,8489421
313,0.807009,0.896414,4959773
314,0.741651,0.852659,2910532
315,0.818006,0.902389,1804212
316,0.739934,0.852063,6841784
317,0.836532,0.913489,7275502
318,0.863147,0.927816,1390581
319,0.733516,0.847650,6031088
320,0.829445,0.909528,4924217
321,0.771401,0.876186,8381336
322,0.779855,0.880682,7242519
323,0.831361,0.910568,1782075
324,0.818778,0.903209,2219655
325,0.799091,0.892175,4985254
326,0.805342,0.896297,1212587
327,0.788395,0.884541,1382384
328,0.796518,0.890716,3604426
329,0.800995,0.893536,3248069
330,0.821857,0.902824,9318952
331,0.766145,0.869273,9084846
332,0.740259,0.853809,6220954
333,0.795019,0.888762,8368277
334,0.807965,0.897603,8181276
335,0.788893,0.886446,4960744
336,0.825262,0.907535,3349716
337,0.845237,0.918536,3943271
338,0.888515,0.941724,6588311
339,0.787046,0.883683,6088828
340,0.806015,0.896249,2589061
341,0.856290,0.923965,1512299
342,0.914109,0.955098,725450
343,0.735354,0.850216,1078482
344,0.759316,0.863556,6472073
345,0.770822,0.875756,3635982
346,0.889215,0.940535,2882695
347,0.705134,0.830892,3313858
348,0.797470,0.890243,911485
349,0.700653,0.828138,4273277
350,0.824589,0.907060,9344946
351,0.725799,0.843183,5835702
352,0.793010,0.888741,2654613
353,0.874352,0.934254,6587466
354,0.750568,0.863823,7617778
355,0.813426,0.900449,4874268
356,0.749888,0.859547,1572721
357,0.775501,0.878783,8830365
358,0.783739,0.883597,6256653
359,0.833561,0.911474,5177147
360,0.840184,0.915382,2078435
361,0.756322,0.865633,5575606
362,0.813327,0.900085,4261993
363,0.797813,0.890953,8299390
364,0.885387,0.940207,3943883
365,0.748225,0.859088,2443269
366,0.748002,0.857328,3260134
367,0.842269,0.916578,7293600
368,0.808282,0.897256,6386541
369,0.763514,0.868592,9848446
370,0.847399,0.919587,3382429
371,0.805163,0.895166,8975602
372,0.733423,0.848172,1360746
373,0.806016,0.894673,4107879
374,0.745405,0.860741,54085
375,0.773930,0.874359,7832819
376,0.707677,0.834163,7743862
377,0.773708,0.877860,2936780
378,0.771506,0.872310,1146678
379,0.833199,0.911402,8655348
380,0.738936,0.852295,7210057
381,0.753495,0.866697,491624
382,0.847782,0.919865,4491051
383,0.726892,0.844488,9864671
384,0.730061,0.847155,7079090
385,0.796645,0.890766,2108829
386,0.752522,0.865734,4738939
387,0.808373,0.898129,8651812
388,0.773144,0.873995,939195
389,0.721633,0.841602,995592
390,0.827771,0.908611,3828959
391,0.848365,0.919725,3017631
392,0.739232,0.852998,6571199
393,0.730689,0.847119,8090953
394,0.860185,0.926553,1317021
395,0.771331,0.875757,515082
396,0.808838,0.897887,534222
397,0.830585,0.909953,4577156
398,0.767241,0.872320,7808683
399,0.890172,0.942335,6920764
400,0.774334,0.873159,4425602
401,0.858647,0.925434,1191112
402,0.785965,0.884531,5896367
403,0.855986,0.924255,5786348
404,0.711127,0.834750,5298992
405,0.807458,0.897146,5950452
406,0.766402,0.869446,3619168
407,0.781192,0.880086,3042854
408,0.728114,0.846440,8887233
409,0.743280,0.854086,4765846
410,0.843379,0.917226,1698202
411,0.740935,0.853730,6097291
412,0.744349,0.854426,5257471
413,0.834838,0.912443,6189253
414,0.753340,0.860672,5961962
415,0.828232,0.908552,2336562
416,0.848551,0.920101,8298082
417,0.756176,0.863811,700902
418,0.794375,0.885900,988374
419,0.789979,0.883075,9237278
420,0.824828,0.907101,1696495
421,0.836753,0.912943,4817333
422,0.790965,0.885001,2254909
423,0.783301,0.882850,8267694
424,0.800805,0.892707,2908286
425,0.745452,0.861113,3571930
426,0.787687,0.886061,8782776
427,0.815075,0.901055,3442509
428,0.845340,0.918246,8149086
429,0.756621,0.863228,6591460
430,0.811302,0.899515,363273
431,0.795709,0.890362,2574689
432,0.793745,0.884799,7782573
433,0.855658,0.924043,6259641
434,0.764280,0.872571,8361037
435,0.810202,0.898524,3081565
436,0.820691,0.902700,2210093
437,0.750997,0.858606,1980205
438,0.727021,0.843948,6124420
439,0.844278,0.917650,1097326
440,0.822908,0.905150,6746052
441,0.884030,0.939055,7822622
442,0.812012,0.899163,7194618
443,0.799571,0.892701,2003523
444,0.848902,0.919149,4011876
445,0.812685,0.898620,3156580
446,0.718364,0.840391,4340085
447,0.842854,0.916962,2309959
448,0.821890,0.905106,3857482
449,0.748401,0.858436,5328459
450,0.759037,0.865704,1547237
451,0.723914,0.842016,5553977
452,0.751678,0.858296,145793
453,0.842477,0.916958,3802146
454,0.751010,0.858735,3821671
455,0.836642,0.913398,3054080
456,0.776216,0.877321,7374077
457,0.854608,0.923560,2604448
458,0.861590,0.927094,6496589
459,0.871327,0.932624,5523163
460,0.795861,0.890374,9195908
461,0.808402,0.895804,6859863
462,0.826667,0.908057,8097852
463,0.714716,0.838071,6978482
464,0.813316,0.899903,3119504
465,0.795233,0.890485,6458890
466,0.841064,0.915693,60047
467,0.794867,0.888469,5329598
468,0.782080,0.881745,8439096
469,0.837085,0.913999,6184467
470,0.855249,0.923943,6426925
471,0.828607,0.909142,5185148
472,0.825522,0.907132,4007090
473,0.725954,0.842843,3621543
474,0.755732,0.862863,7188672
475,0.726395,0.845462,8018966
476,0.845800,0.918809,6778123
477,0.810713,0.898841,1528758
478,0.772363,0.876486,328926
479,0.807981,0.896339,635605
480,0.747305,0.856500,6857217
481,0.845510,0.918348,1876164
482,0.844757,0.917653,6189583
483,0.804357,0.893940,7003011
484,0.748854,0.859612,5678310
485,0.869964,0.931867,11254
486,0.789423,0.886289,57091
487,0.815415,0.901984,3052388
488,0.768891,0.870628,2615703
489,0.843875,0.917661,6553681
490,0.846926,0.918539,8575552
491,0.799255,0.892795,1811612
492,0.802537,0.892726,3413544
493,0.795494,0.888714,6673405
494,0.761513,0.869799,8790094
495,0.813082,0.900558,6533049
496,0.710110,0.833703,3132295
497,0.741561,0.853030,8850142
498,0.743767,0.854226,1862647
499,0.758917,0.869295,1571391
500,0.724620,0.843417,5034609
501,0.813614,0.898733,8289573
502,0.779484,0.881614,6756540
503,0.748500,0.857575,9041700
504,0.849092,0.920048,1911116
505,0.759973,0.869721,3945212
506,0.825407,0.907244,7060667
507,0.810062,0.898996,8689239
508,0.739856,0.852141,5473970
509,0.752855,0.860941,7389593
510,0.787510,0.884849,9324845
511,0.734291,0.848240,2331188
512,0.802740,0.892590,9265757
513,0.838063,0.913815,5514429
514,0.821693,0.904800,9334200
515,0.798156,0.891240,4944068
516,0.805635,0.896043,5525684
517,0.760565,0.870343,9391291
518,0.808436,0.897439,7996456
519,0.852552,0.922160,8141387
520,0.818215,0.903456,5944972
521,0.833462,0.912015,6572009
522,0.869809,0.931700,9952999
523,0.811982,0.899836,9358517
524,0.739300,0.852607,3245414
525,0.813024,0.900241,8743093
526,0.772915,0.877824,5891566
527,0.811505,0.897660,6377709
528,0.765611,0.871306,7593235
529,0.752384,0.865178,7754214
530,0.814019,0.901082,7949101
531,0.838392,0.914468,2627845
532,0.811472,0.899023,6043787
533,0.748698,0.858043,4705642
534,0.766953,0.870397,1669546
535,0.771073,0.872129,7954904
536,0.789014,0.887128,8650855
537,0.765103,0.872363,8730213
538,0.820114,0.904336,6644144
539,0.808152,0.897776,4124825
540,0.803417,0.893359,6119807
541,0.742311,0.854376,5968990
542,0.769055,0.874825,6456014
543,0.824621,0.906533,5385565
544,0.791401,0.883788,1483419
545,0.768679,0.873036,5790215
546,0.748122,0.858539,329633
547,0.799023,0.892477,7009103
548,0.792622,0.888856,5181506
549,0.750152,0.858749,8326090
550,0.777485,0.879682,5150490
551,0.822215,0.904570,1126479
552,0.779783,0.881341,4898100
553,0.802000,0.894020,5103490
554,0.835358,0.912817,484996
555,0.774666,0.874502,8143514
556,0.881581,0.938101,3846584
557,0.736211,0.849596,6376563
558,0.834485,0.911572,4521223
559,0.766723,0.872770,1439819
560,0.751943,0.859457,4130778
561,0.825496,0.907199,2470325
562,0.859330,0.925941,4067665
563,0.796153,0.890431,174566
564,0.894617,0.945037,7175967
565,0.737488,0.852135,5737211
566,0.756074,0.862638,8129470
567,0.762802,0.871012,5826822
568,0.824637,0.906919,4467425
569,0.722479,0.842802,4773614
570,0.840532,0.914518,9951648
571,0.731651,0.847344,587232
572,0.843715,0.917001,742604
573,0.829153,0.909509,6407663
574,0.844710,0.916377,5972797
575,0.781742,0.882554,2226023
576,0.850830,0.921228,2197878
577,0.718878,0.839534,6302431
578,0.815694,0.901963,9235127
579,0.853092,0.922325,7379385
580,0.722593,0.842109,4628522
581,0.821196,0.904366,4385617
582,0.728671,0.845805,8505864
583,0.903015,0.949087,9526622
584,0.841461,0.916384,9489108
585,0.847485,0.919506,8990861
586,0.771224,0.872216,7670136
587,0.783381,0.883615,3335692
588,0.766755,0.871942,5367424
589,0.768282,0.870917,2191360
590,0.842639,0.916933,4775512
591,0.786057,0.880229,9498203
592,0.802119,0.893096,4661685
593,0.787340,0.885451,8843178
594,0.814574,0.900996,9672769
595,0.813201,0.900546,1837653
596,0.773672,0.872817,4580389
597,0.816289,0.902408,7802239
598,0.869811,0.931552,7664475
599,0.835978,0.913123,9047815
600,0.802928,0.892831,2575853
601,0.789924,0.886532,7616124
602,0.788460,0.886004,9635047
603,0.698743,0.826518,3318457
604,0.801836,0.893929,4023787
605,0.757892,0.869257,5607845
606,0.750270,0.858585,5544481
607,0.731020,0.845896,6221666
608,0.788533,0.886712,1910276
609,0.709254,0.833030,4779608
610,0.777768,0.875562,3601051
611,0.806924,0.895192,6538799
612,0.748887,0.857509,9165226
613,0.788671,0.884997,2106915
614,0.821824,0.903523,6065421
615,0.798669,0.890739,8654335
616,0.862407,0.927852,1097776
617,0.793613,0.887438,3735558
618,0.764673,0.869128,1990027
619,0.782286,0.879207,6465201
620,0.785028,0.880241,5926918
621,0.785224,0.884395,6765539
622,0.764596,0.866795,5963405
623,0.762697,0.867307,588604
624,0.842141,0.914280,5608717
625,0.803949,0.894844,5636174
626,0.763279,0.866158,2426258
627,0.754471,0.866970,189107
628,0.814804,0.900880,3438413
629,0.870936,0.932412,90734
630,0.853727,0.922511,9236922
631,0.799599,0.892289,6014267
632,0.800805,0.893533,7706858
633,0.812147,0.900086,8871970
634,0.845772,0.917995,9332725
635,0.787968,0.885484,1730646
636,0.731003,0.849549,4479815
637,0.825281,0.907075,4877207
638,0.870149,0.931092,7952312
639,0.822960,0.905917,6390091
640,0.801505,0.893315,9656815
641,0.748310,0.862694,1553363
642,0.789820,0.886659,2928891
643,0.804894,0.895358,8822042
644,0.789587,0.887222,3660279
645,0.809408,0.898218,8994312
646,0.776616,0.879953,7476377
647,0.730922,0.847532,4758056
648,0.793778,0.887583,2729871
649,0.760478,0.864872,9466404
650,0.853982,0.923042,1223258
651,0.827413,0.908640,8656790
652,0.840303,0.915232,6231944
653,0.815566,0.899301,7186663
654,0.729115,0.846434,9245395
655,0.820508,0.904706,1840662
656,0.734197,0.848643,2822837
657,0.888445,0.941707,1671653
658,0.851035,0.921566,2029769
659,0.734340,0.848876,6261251
660,0.722817,0.841756,1762387
661,0.804356,0.895294,1266692
662,0.778918,0.880932,2275518
663,0.778123,0.880189,9469246
664,0.742162,0.854842,138662
665,0.823056,0.904251,1608244
666,0.763884,0.868170,1199893
667,0.857619,0.925094,4618477
668,0.754740,0.867234,6485451
669,0.805210,0.895605,9152205
670,0.830855,0.910256,1008569
671,0.753617,0.859872,6142267
672,0.778886,0.880234,705569
673,0.718496,0.841192,3937460
674,0.828259,0.908772,4964309
675,0.814633,0.897953,4365849
676,0.769620,0.875399,2931773
677,0.834162,0.911882,2440687
678,0.784648,0.884308,9123905
679,0.711727,0.834389,5661644
680,0.799383,0.890828,1907092
681,0.729737,0.845741,347163
682,0.835352,0.909852,4318435
683,0.829152,0.909240,8139036
684,0.791796,0.888540,7533826
685,0.814302,0.901325,3563830
686,0.736165,0.851541,9979698
687,0.821818,0.905140,356664
688,0.780171,0.880724,5235483
689,0.717037,0.838107,2009468
690,0.749159,0.857716,6617915
691,0.751447,0.860430,6997871
692,0.834852,0.912641,3276161
693,0.842281,0.915653,8893434
694,0.764153,0.867113,6467118
695,0.767863,0.873752,3414823
696,0.768044,0.873032,501678
697,0.804271,0.895170,7667011
698,0.820969,0.904347,8033301
699,0.832835,0.910918,6987130
700,0.785745,0.884644,6819217
701,0.837864,0.914520,9041871
702,0.723783,0.848104,3129397
703,0.856674,0.924646,7524787
704,0.797549,0.891980,2979332
705,0.796635,0.890470,8093706
706,0.765333,0.868922,1890636
707,0.798110,0.891881,5911105
708,0.754213,0.862061,534393
709,0.809209,0.896412,1014541
710,0.716428,0.837856,1572750
711,0.767852,0.872658,2441486
712,0.811095,0.898730,1361705
713,0.767107,0.869954,5891186
714,0.813769,0.899503,580522
715,0.776812,0.879028,8895531
716,0.849865,0.920956,9455016
717,0.763376,0.867545,560221
718,0.844371,0.917449,9252196
719,0.845395,0.918294,4690500
720,0.788823,0.887081,2569690
721,0.796665,0.890344,5870112
722,0.730429,0.845526,1688371
723,0.873942,0.934048,5845851
724,0.850408,0.921089,4763546
725,0.795687,0.890550,8155489
726,0.759838,0.865938,9260675
727,0.860471,0.926664,5265225
728,0.826691,0.907074,5822501
729,0.764863,0.867211,7293976
730,0.837574,0.914101,2252355
731,0.806829,0.895029,2641718
732,0.835578,0.913080,6335848
733,0.809757,0.894241,5381752
734,0.786271,0.883166,166505
735,0.842042,0.916697,9315180
736,0.752920,0.860758,3475459
737,0.816778,0.900106,2057141
738,0.798006,0.892061,5226286
739,0.757416,0.868568,4009853
740,0.847213,0.919530,3071683
741,0.742069,0.852998,6799037
742,0.829490,0.909617,6451339
743,0.863771,0.928116,4433388
744,0.804331,0.895656,2690223
745,0.740392,0.854104,7031862
746,0.815122,0.901587,3328920
747,0.807872,0.897083,2145239
