alpha,MSE,MAE,Time
0.00,0.978109,0.988993,0.019956
0.01,0.684413,0.826863,0.008734
0.02,0.525308,0.723691,0.008474
0.03,0.437162,0.659349,0.008395
0.04,0.358015,0.595585,0.008311
0.05,0.294660,0.538756,0.008270
0.06,0.269357,0.514126,0.008244
0.07,0.234505,0.477759,0.008197
0.08,0.225587,0.467964,0.008191
0.09,0.216770,0.458121,0.008177
0.10,0.212518,0.453263,0.008173
0.11,0.208414,0.448431,0.008168
0.12,0.200345,0.438496,0.008157
0.13,0.200345,0.438496,0.008159
0.14,0.194812,0.431411,0.008150
0.15,0.186997,0.422308,0.008137
0.16,0.183216,0.417800,0.008131
0.17,0.181242,0.415684,0.008121
0.18,0.176010,0.409617,0.008106
0.19,0.174114,0.407588,0.008103
0.20,0.170581,0.403700,0.008098
0.21,0.167615,0.399790,0.008076
0.22,0.165999,0.397939,0.008097
0.23,0.161575,0.392623,0.008096
0.24,0.146028,0.367605,0.008078
0.25,0.146028,0.367605,0.008077
0.26,0.144871,0.365711,0.008072
0.27,0.143695,0.364225,0.008060
0.28,0.143695,0.364225,0.008058
0.29,0.143695,0.364225,0.008069
0.30,0.141951,0.361762,0.008040
0.31,0.141951,0.361762,0.008037
0.32,0.141317,0.360510,0.008038
0.33,0.140649,0.359713,0.008041
0.34,0.140251,0.358684,0.008036
0.35,0.140251,0.358684,0.008034
0.36,0.140251,0.358684,0.008034
0.37,0.140251,0.358684,0.008037
0.38,0.139805,0.358280,0.008035
0.39,0.139805,0.358280,0.008029
0.40,0.139805,0.358280,0.008031
0.41,0.139870,0.358429,0.008037
0.42,0.139870,0.358429,0.008033
0.43,0.139870,0.358429,0.008032
0.44,0.139870,0.358429,0.008032
0.45,0.139870,0.358429,0.008045
0.46,0.141276,0.359162,0.008023
0.47,0.141276,0.359162,0.008019
0.48,0.141276,0.359162,0.008018
0.49,0.141276,0.359162,0.008019
0.50,0.141276,0.359162,0.008025
0.51,0.141276,0.359162,0.008022
0.52,0.141276,0.359162,0.008020
0.53,0.141276,0.359162,0.008021
0.54,0.141276,0.359162,0.008043
0.55,0.142687,0.361021,0.008032
0.56,0.142687,0.361021,0.008033
0.57,0.142687,0.361021,0.008030
0.58,0.142687,0.361021,0.008037
0.59,0.144493,0.363689,0.008036
0.60,0.146259,0.366876,0.008017
0.61,0.150042,0.373315,0.008011
0.62,0.152257,0.376656,0.008036
0.63,0.152257,0.376656,0.008000
0.64,0.152257,0.376656,0.007999
0.65,0.152257,0.376656,0.008000
0.66,0.152257,0.376656,0.008002
0.67,0.154754,0.380890,0.008003
0.68,0.157367,0.385192,0.008001
0.69,0.157367,0.385192,0.007999
0.70,0.157367,0.385192,0.007997
0.71,0.157367,0.385192,0.007997
0.72,0.163708,0.394776,0.008009
0.73,0.181754,0.418944,0.008010
0.74,0.185665,0.423981,0.007992
0.75,0.185665,0.423981,0.007988
0.76,0.189971,0.429280,0.007988
0.77,0.203568,0.445337,0.008005
0.78,0.213466,0.456305,0.007986
0.79,0.213466,0.456305,0.007980
0.80,0.213466,0.456305,0.007981
0.81,0.213466,0.456305,0.007979
0.82,0.219069,0.462408,0.007983
0.83,0.219069,0.462408,0.007977
0.84,0.219069,0.462408,0.007976
0.85,0.219069,0.462408,0.007975
0.86,0.219069,0.462408,0.007978
0.87,0.219069,0.462408,0.007980
0.88,0.219069,0.462408,0.007976
0.89,0.225643,0.469451,0.007979
0.90,0.232498,0.476876,0.007972
0.91,0.232498,0.476876,0.007971
0.92,0.239621,0.484495,0.007978
0.93,0.239621,0.484495,0.007971
0.94,0.247110,0.492324,0.007975
0.95,0.278777,0.524124,0.007977
0.96,0.313485,0.556693,0.007983
0.97,0.341433,0.581646,0.007981
0.98,0.361082,0.598544,0.007982
0.99,0.506320,0.710562,0.007948
1.00,0.895958,0.946489,0.007867

FreqItem (alpha = 0.38)
FreqItem,0.139805,0.358280,0.008035

Mode (each dim)
Mode1,0.978109,0.988993,0.011928

Mode (all dim)
Mode2,0.895958,0.946489,0.003438

Medoid (ID=105)
Medoid,0.190821,0.424537,0.413345

ID,MSE,MAE,DataID
1,0.199433,0.434320,2013197
2,0.266544,0.510598,944991
3,0.283981,0.529324,1876405
4,0.194363,0.429150,1913164
5,0.275594,0.520333,2184423
6,0.228334,0.470753,473358
7,0.242390,0.482422,803236
8,0.297781,0.542647,1840776
9,0.344940,0.580527,665583
10,0.301418,0.543729,1327382
11,0.339778,0.574374,1143904
12,0.261950,0.507561,1506855
13,0.364002,0.601055,874070
14,0.215211,0.455155,1230174
15,0.282314,0.524674,2281664
16,0.299759,0.544053,2195320
17,0.231732,0.474260,1523246
18,0.260215,0.502948,1718735
19,0.335201,0.576157,339297
20,0.249185,0.493847,1454375
21,0.220924,0.461763,39058
22,0.199349,0.435174,581987
23,0.228006,0.469543,328824
24,0.288492,0.533428,1926910
25,0.276223,0.520926,375423
26,0.267792,0.510485,960714
27,0.216810,0.457743,310994
28,0.215765,0.455897,260719
29,0.273814,0.518738,2393551
30,0.360629,0.598136,522971
31,0.226517,0.467934,1229051
32,0.324205,0.566319,2010620
33,0.223352,0.464253,1467963
34,0.230674,0.472283,709329
35,0.250263,0.491578,1527656
36,0.302398,0.546856,1256259
37,0.194732,0.429263,1182688
38,0.290424,0.535347,2330893
39,0.209392,0.448749,700907
40,0.219409,0.460539,1848271
41,0.253451,0.495750,1262148
42,0.339967,0.574966,1844812
43,0.302938,0.547364,958999
44,0.240738,0.483079,2136218
45,0.221173,0.461899,678858
46,0.259805,0.503446,844535
47,0.225248,0.465799,1935411
48,0.214983,0.455253,2202105
49,0.250612,0.493197,167142
50,0.387415,0.620102,2274709
51,0.206287,0.444508,1260352
52,0.362318,0.593643,206200
53,0.276351,0.522219,460568
54,0.362318,0.593643,1589176
55,0.263143,0.507336,2133111
56,0.259427,0.502345,835992
57,0.278833,0.524696,153762
58,0.306573,0.550944,47977
59,0.272420,0.516762,1096711
60,0.203177,0.438851,151185
61,0.326615,0.567902,570949
62,0.247061,0.489024,2325763
63,0.267294,0.511470,2161806
64,0.221142,0.461884,2038912
65,0.269913,0.515487,638965
66,0.237485,0.480340,1293334
67,0.230071,0.472070,899043
68,0.229048,0.470543,1821653
69,0.356847,0.593526,1228100
70,0.225538,0.467523,1599951
71,0.328285,0.568505,1273797
72,0.292504,0.537642,94120
73,0.289710,0.531739,1048635
74,0.203466,0.440547,2232796
75,0.242787,0.485414,2230339
76,0.287575,0.531360,1727494
77,0.263487,0.505686,681203
78,0.251807,0.496955,1769622
79,0.238485,0.482303,1533471
80,0.281884,0.524936,848345
81,0.244733,0.487494,1648203
82,0.286358,0.531095,397695
83,0.231844,0.472539,1054546
84,0.200320,0.437365,2108772
85,0.376878,0.611512,1986871
86,0.331740,0.573866,791530
87,0.262465,0.504495,548637
88,0.209795,0.448470,2140634
89,0.256584,0.501480,839507
90,0.215044,0.454541,1645348
91,0.269045,0.511451,2291820
92,0.298845,0.540617,1410457
93,0.248562,0.492642,1574984
94,0.334953,0.574796,2057498
95,0.228415,0.470377,1053241
96,0.314555,0.557957,2213949
97,0.277711,0.520844,954705
98,0.214788,0.453479,1952285
99,0.200843,0.437375,1639475
100,0.357956,0.595809,2182805
101,0.355869,0.591049,1156109
102,0.203167,0.438740,517144
103,0.301456,0.546413,2276926
104,0.211530,0.449554,2204745
105,0.190821,0.424537,353812
106,0.248773,0.489374,2111137
107,0.387370,0.620413,1536111
108,0.248853,0.489391,1035015
109,0.324731,0.563885,1484632
110,0.208764,0.446431,673454
111,0.256101,0.500078,1883361
112,0.236405,0.477318,736708
113,0.289414,0.532649,1071149
114,0.321793,0.563932,541780
115,0.339778,0.574374,449353
116,0.214992,0.455268,661893
117,0.266367,0.509506,1333310
118,0.294611,0.538568,997990
119,0.201961,0.438881,406400
120,0.319871,0.562456,2172818
121,0.256516,0.498454,247211
122,0.264742,0.508759,302092
123,0.297698,0.542162,1187147
124,0.246578,0.489291,1822195
125,0.320225,0.561442,2359591
126,0.240738,0.483079,2240389
127,0.309485,0.551990,1640017
128,0.326196,0.567737,918168
129,0.226716,0.467586,1796547
130,0.274569,0.520192,883365
131,0.341681,0.581188,704845
132,0.205157,0.443387,556528
133,0.202121,0.438961,1400509
134,0.508581,0.712197,585644
135,0.223414,0.464979,365145
136,0.296222,0.541017,1754321
137,0.253163,0.495814,300653
138,0.292166,0.536618,1901256
139,0.362318,0.593643,393209
140,0.264604,0.506920,1785286
141,0.212263,0.451256,178582
142,0.214716,0.454952,2276570
143,0.353464,0.591304,125866
144,0.317491,0.560473,1249732
145,0.218968,0.459442,422223
146,0.283902,0.529234,575220
147,0.224149,0.464832,1911626
148,0.251480,0.495328,1755533
149,0.239901,0.481176,1573210
150,0.226952,0.468346,2318026
151,0.237716,0.482086,1532224
152,0.340071,0.575070,1820421
153,0.342701,0.583135,223991
154,0.290963,0.533854,323243
155,0.290432,0.535500,1246489
156,0.298475,0.541510,187454
157,0.242754,0.486557,167504
158,0.300544,0.543854,490379
159,0.227644,0.469127,1105622
160,0.212865,0.452719,1964051
161,0.247326,0.488494,1373744
162,0.296483,0.541015,1810468
163,0.314478,0.557114,124452
164,0.212444,0.451780,378126
165,0.194911,0.429662,2396112
166,0.237914,0.478572,489597
167,0.213831,0.453788,2132447
168,0.375050,0.610040,300638
169,0.265296,0.509240,2390854
170,0.277282,0.521934,129528
171,0.329467,0.570563,2085924
172,0.246094,0.486611,173309
173,0.203833,0.442024,9971
174,0.312911,0.555389,2211791
175,0.282177,0.525934,1423041
176,0.236179,0.478845,432195
177,0.365934,0.602883,390883
178,0.259384,0.503857,938539
179,0.312705,0.556240,2187728
180,0.247763,0.488451,1964094
181,0.231738,0.474187,860438
182,0.261845,0.503849,1323824
183,0.244150,0.485617,1388388
184,0.211851,0.449574,1084429
185,0.319403,0.560654,1647068
186,0.250845,0.493464,238750
187,0.206086,0.444317,1271883
188,0.242844,0.483097,1814572
189,0.240887,0.482676,729130
190,0.314358,0.555840,2377506
191,0.205064,0.442597,1382496
192,0.225895,0.466697,2102874
193,0.266228,0.508701,1791846
194,0.240368,0.481532,1506948
195,0.297148,0.539771,84873
196,0.297396,0.541438,1791831
197,0.207191,0.444795,1996546
198,0.251116,0.492131,2217320
199,0.379085,0.613302,2092469
200,0.274543,0.520174,1991272
201,0.239007,0.480409,2346849
202,0.276092,0.521277,1782266
203,0.349869,0.588155,2164581
204,0.296652,0.539870,2356821
205,0.334204,0.575683,1597930
206,0.331886,0.573566,1191495
207,0.362318,0.593643,392888
208,0.202362,0.438360,1988814
209,0.218217,0.458635,2130034
210,0.238456,0.481763,184489
211,0.754966,0.866008,1556781
212,0.243160,0.486813,594345
213,0.245530,0.489940,1508313
214,0.339778,0.574374,549041
215,0.328949,0.570143,1678775
216,0.204813,0.442372,759254
217,0.249466,0.491444,787791
218,0.205436,0.442829,554530
219,0.203914,0.441293,177699
220,0.210037,0.447325,1516922
221,0.224905,0.464476,535909
222,0.263781,0.507501,1560195
223,0.213803,0.453005,1223668
224,0.305135,0.548270,2327756
225,0.194732,0.429263,671016
226,0.211782,0.450674,1308541
227,0.208123,0.444993,1723459
228,0.202977,0.439842,271434
229,0.321094,0.559393,1129734
230,0.210258,0.449160,1419801
231,0.414309,0.642156,2262707
232,0.251346,0.493117,1080456
233,0.291954,0.537178,805940
234,0.274219,0.516652,2031160
235,0.317956,0.559959,1041149
236,0.229578,0.471002,7742
237,0.300770,0.545673,826527
238,0.303870,0.545952,1434037
239,0.215244,0.454746,1996557
240,0.284121,0.529927,560434
241,0.303331,0.545432,1618526
242,0.239454,0.481815,1157210
243,0.310342,0.553831,1154779
244,0.208620,0.445417,730712
245,0.325204,0.565492,1706252
246,0.280875,0.523951,437427
247,0.330095,0.571898,1489967
248,0.255132,0.499591,97916
249,0.216870,0.455816,991958
250,0.246290,0.490222,1667666
251,0.208239,0.447668,1614838
252,0.292753,0.537341,1527867
253,0.208259,0.446223,831734
254,0.294341,0.536516,442379
255,0.247538,0.491375,1459495
256,0.222066,0.461932,1502750
257,0.205844,0.443264,1750921
258,0.299977,0.545074,786827
259,0.202362,0.438360,1774185
260,0.227443,0.468692,484527
261,0.216868,0.456879,2206628
262,0.199473,0.434441,1640764
263,0.268472,0.510342,1564983
264,0.296539,0.540757,616441
265,0.293900,0.537360,1275796
266,0.221525,0.461472,210005
267,0.209695,0.448248,624184
268,0.251330,0.495752,2102324
269,0.234637,0.477502,1644043
270,0.201716,0.438752,224613
271,0.254195,0.496756,266630
272,0.288845,0.531531,866442
273,0.299513,0.544101,1381824
274,0.214281,0.454182,1421410
275,0.234235,0.475967,1597154
276,0.382652,0.616417,691948
277,0.267225,0.512404,1858837
278,0.309236,0.553518,690993
279,0.219285,0.459204,789864
280,0.307763,0.551655,454667
281,0.284133,0.529408,2358660
282,0.321134,0.562484,8574
283,0.206110,0.444338,1982535
284,0.214401,0.453412,794266
285,0.249598,0.493098,450953
286,0.309630,0.553967,1045902
287,0.215637,0.455765,2297016
288,0.332293,0.573235,2201874
289,0.217264,0.457720,1832729
290,0.327448,0.567300,1675074
291,0.282709,0.526796,290274
292,0.258301,0.502750,1643230
293,0.244300,0.487115,919710
294,0.268625,0.511952,1855258
295,0.263810,0.508010,2259671
296,0.225809,0.466513,2195507
297,0.291306,0.535609,2065263
298,0.264193,0.507380,487727
299,0.242046,0.482075,1901703
300,0.206870,0.445659,1313178
301,0.218062,0.459307,712341
302,0.313631,0.557218,2168334
303,0.209238,0.446951,2179620
304,0.222459,0.463568,2094165
305,0.211208,0.450208,1193616
306,0.228326,0.469741,1380647
307,0.281786,0.526522,389985
308,0.307674,0.550348,656326
309,0.242215,0.485690,2071641
310,0.316990,0.559586,1179850
311,0.211320,0.449465,1110993
312,0.242046,0.482018,2034174
313,0.270805,0.516167,1188425
314,0.238073,0.479961,697400
315,0.223588,0.464835,432312
316,0.353848,0.591928,1639379
317,0.207451,0.444561,1743303
318,0.293168,0.535640,333201
319,0.339778,0.574374,1445125
