alpha,MSE,MAE,Time
219,0.719245,0.839938,20559337
220,0.757035,0.868241,36651900
221,0.708720,0.833669,25653298
222,0.923844,0.959819,9156377
223,0.853030,0.922082,2405214
224,0.836224,0.913102,35890715
225,0.793001,0.886487,37360285
226,0.712547,0.838879,40405188
227,0.848583,0.919649,2459545
228,0.792578,0.888167,21153085
229,0.730377,0.852354,35987034
230,0.772752,0.876434,31641039
231,0.753829,0.865750,24623997
232,0.717949,0.842181,21679732
233,0.750760,0.864336,23703633
234,0.827933,0.908560,430227
235,0.841745,0.915840,1037685
236,0.787473,0.884420,2263175
237,0.775585,0.878521,26628916
238,0.844561,0.917623,1482681
239,0.730395,0.847713,23370123
240,0.755616,0.867088,2568195
241,0.767366,0.874334,34756223
242,0.834122,0.909827,6910819
243,0.772555,0.876263,13231691
244,0.753092,0.865894,40408761
245,0.798667,0.892488,16842244
246,0.863447,0.927754,6830054
247,0.765321,0.872236,30964020
248,0.850641,0.919142,5322606
249,0.806661,0.894379,20262092
250,0.779438,0.880118,11094398
251,0.864310,0.927261,1545547
252,0.849396,0.918175,5486430
253,0.740364,0.853990,20250775
254,0.796699,0.889653,3950762
255,0.817543,0.903116,948185
256,0.780807,0.881351,17182100
257,0.727123,0.850175,3926990
258,0.805784,0.895912,3407731
259,0.799637,0.890428,38335186
260,0.780129,0.879614,39914024
261,0.737268,0.854043,35048771
262,0.803796,0.894044,22530223
263,0.749165,0.860501,21164797
264,0.750451,0.864570,18323444
265,0.788299,0.885935,22960451
266,0.764649,0.868546,22202482
267,0.725446,0.844215,20586619
268,0.844523,0.915602,9160408
269,0.795147,0.888475,23685164
270,0.786150,0.883546,3527782
271,0.736573,0.855568,11728603
272,0.785372,0.883665,18012427
273,0.773702,0.878165,10438602
274,0.811906,0.897554,24960294
275,0.793494,0.889083,17992229
276,0.779402,0.880636,27280847
277,0.866053,0.929597,31790349
278,0.854442,0.921155,8527290
279,0.762913,0.869078,32603454
280,0.824845,0.906385,11623481
281,0.762128,0.866922,19621688
282,0.766820,0.874378,34149002
283,0.732708,0.849126,17109912
284,0.719787,0.843937,39872463
285,0.783039,0.882889,38099764
286,0.749588,0.864142,18058098
287,0.779419,0.879213,16625604
288,0.777182,0.879370,1597794
289,0.771038,0.876546,21465829
290,0.859712,0.925697,14531830
291,0.771444,0.876632,1082859
292,0.763911,0.870703,16085641
293,0.746857,0.861220,37062054
294,0.759766,0.868834,22247656
295,0.769610,0.875175,34409085
296,0.811969,0.898148,19593545
297,0.920364,0.958072,4021179
298,0.825559,0.907315,14566744
299,0.800570,0.891630,28753954
300,0.768778,0.872664,27706343
301,0.804432,0.893593,18094527
302,0.771382,0.876389,53597
303,0.773418,0.877812,5289811
304,0.799447,0.891340,28533130
305,0.764892,0.868846,25013892
306,0.759962,0.868540,23282040
307,0.792185,0.888827,15385018
308,0.775751,0.879246,16375281
309,0.813379,0.899684,31809330
310,0.847796,0.917214,7559512
311,0.731645,0.848402,27998763
312,0.853430,0.920527,11002059
313,0.809911,0.898863,1279554
314,0.833709,0.909480,4679716
315,0.832124,0.908676,10445562
316,0.764957,0.871696,39379319
317,0.821080,0.904694,22737814
318,0.757886,0.868282,27071166
319,0.819823,0.904420,548154
320,0.768940,0.874127,3774684
321,0.847885,0.919314,1174037
322,0.775497,0.877365,1631013
323,0.824575,0.906395,19860325
324,0.871917,0.932695,38236091
325,0.765536,0.873286,23878669
326,0.769755,0.875578,13840450
327,0.759999,0.868495,17400677
328,0.723565,0.843280,27899848
329,0.763410,0.867704,28407195
330,0.839715,0.913496,5725671
331,0.722082,0.842128,15177232
332,0.751459,0.864627,6072763
333,0.805887,0.896506,5779269
334,0.757912,0.868995,20467043
335,0.785355,0.884143,34605893
336,0.781546,0.881212,30793161
337,0.781243,0.881532,3320124
338,0.776497,0.879573,9561951
339,0.850553,0.920657,6739483
340,0.806051,0.896040,35129455
341,0.896143,0.945703,17121464
342,0.814375,0.899514,34738247
343,0.730582,0.851937,5702554
344,0.741025,0.858243,18401019
345,0.754829,0.865871,39417963
346,0.736663,0.853467,16148116
347,0.788821,0.884941,17351378
348,0.818477,0.901941,21726817
349,0.731464,0.852609,2790323
350,0.746194,0.860131,17899532
351,0.762794,0.871208,25501502
352,0.789242,0.886988,3964360
353,0.724712,0.844051,19530545
354,0.819418,0.903676,4932867
355,0.759749,0.869866,1771492
356,0.894698,0.944691,2980255
357,0.762780,0.871552,18773318
358,0.722872,0.842376,19172169
359,0.739999,0.855776,30880104
360,0.762119,0.869175,6751554
361,0.755125,0.864456,24897841
362,0.898689,0.946243,5628376
363,0.765731,0.872910,12824317
364,0.778616,0.878844,30677110
365,0.757835,0.864408,26095420
366,0.802319,0.893835,7001251
367,0.785947,0.885208,21041312
368,0.713590,0.837146,29415544
369,0.773365,0.877194,16563202
370,0.794446,0.889368,27780795
371,0.804406,0.893766,24116039
372,0.749273,0.861180,33684667
373,0.762585,0.867365,22090082
374,0.726372,0.844728,29818593
375,0.760004,0.869854,11656726
376,0.738691,0.854762,21079086
377,0.758296,0.868759,5537750
378,0.763583,0.872064,29008104
379,0.768072,0.874530,2376943
380,0.759889,0.869350,8328074
381,0.737743,0.856233,6478677
382,0.766673,0.871142,27878446
383,0.839071,0.914663,12292434
384,0.781971,0.882496,26009222
385,0.770435,0.875307,32811314
386,0.777279,0.878793,14063927
387,0.707485,0.833548,28989478
388,0.764930,0.870872,11155673
389,0.778235,0.879299,33236096
390,0.747001,0.862651,19440622
391,0.769613,0.873261,17907227
392,0.829516,0.909150,17704977
393,0.785811,0.883167,25068999
394,0.788222,0.884899,30731545
395,0.837399,0.912085,7953128
396,0.816280,0.901598,10735459
397,0.801490,0.892709,37732796
398,0.789579,0.885748,28994440
399,0.744235,0.857935,40151004
400,0.856690,0.923916,13867039
401,0.822066,0.904305,16346276
402,0.817205,0.901718,23838084
403,0.794830,0.889420,7122746
404,0.812464,0.899082,38436359
405,0.829855,0.909221,13227718
406,0.785205,0.884024,18779472
407,0.796408,0.889726,19086485
408,0.770267,0.876049,18765468
409,0.848968,0.918025,7358617
410,0.785115,0.884568,21463429
411,0.723995,0.843283,27093542
412,0.782182,0.882458,13837294
413,0.832284,0.908532,8912915
414,0.713117,0.841597,39385977
415,0.747723,0.860606,39846517
416,0.868078,0.930640,1295269
417,0.789994,0.887190,13020944
418,0.799867,0.890527,28407035
419,0.754860,0.866879,12450942
420,0.791333,0.887924,5828081
421,0.852303,0.922023,7418698
422,0.728713,0.850656,30358170
423,0.770185,0.875115,23533059
424,0.794891,0.888775,32487698
425,0.777733,0.879042,20660755
426,0.730929,0.847487,31486187
427,0.812118,0.898674,2794197
428,0.879898,0.936543,17964592
429,0.754527,0.865251,20051667
430,0.762118,0.871204,2516242
431,0.830823,0.909356,31831631
432,0.876929,0.935598,36397944
433,0.767262,0.872179,26354326
434,0.732441,0.852499,38954378
435,0.756962,0.868438,34405343
436,0.780217,0.881265,39582044
437,0.742761,0.860282,17304890
438,0.759318,0.869262,13062868
439,0.822390,0.904288,17918553
440,0.791467,0.885856,24663508
441,0.792455,0.886702,34526297
442,0.796296,0.889330,4583136
443,0.745872,0.859407,38500802
444,0.850794,0.921185,3010253
445,0.883545,0.939077,3540153
446,0.821757,0.904211,37918359
447,0.846517,0.916696,4305523
448,0.729860,0.852363,16561098
449,0.808228,0.896890,25896435
450,0.782210,0.882111,16756466
451,0.761218,0.870538,22389180
452,0.743336,0.860269,33315134
453,0.783273,0.881927,6685676
454,0.850813,0.919088,5493279
455,0.755706,0.862877,25373872
456,0.797396,0.891424,27346432
457,0.713193,0.837351,36979467
458,0.735508,0.850742,28168070
459,0.765782,0.871399,4882065
460,0.729813,0.849115,16602175
461,0.750301,0.861997,30684312
462,0.745422,0.861485,36713697
463,0.833003,0.911222,12571159
464,0.822699,0.904931,16609679
465,0.812499,0.898883,35239115
466,0.842493,0.914481,6547542
467,0.804264,0.893119,15762763
468,0.798269,0.890893,12115046
469,0.786109,0.885394,19610411
470,0.782038,0.882944,33681316
471,0.795740,0.889191,36778554
472,0.812969,0.899785,13707749
473,0.796773,0.889704,38264452
474,0.760472,0.870522,34850397
475,0.813296,0.900203,16718002
476,0.794723,0.889456,1375646
477,0.737607,0.853859,32339797
478,0.777554,0.878740,21023525
479,0.738295,0.854525,17936745
480,0.767539,0.871753,17807273
481,0.774586,0.876613,37779991
482,0.743361,0.857558,40325925
483,0.800349,0.892109,10693447
484,0.866209,0.929016,4036708
485,0.862847,0.927847,5390245
486,0.751949,0.865121,36067320
487,0.808617,0.895679,31383140
488,0.775337,0.878897,1940752
489,0.733353,0.851001,23806430
490,0.768866,0.874488,36265205
491,0.761090,0.866270,18542927
492,0.748339,0.863217,14061783
493,0.805475,0.894493,32549943
494,0.785958,0.884982,31114087
495,0.804193,0.893418,30671462
496,0.770849,0.873786,27360098
497,0.757474,0.866311,37661629
498,0.786563,0.883746,6005265
499,0.770265,0.875869,39475145
500,0.755181,0.864427,16843081
501,0.810567,0.898232,39686582
502,0.726281,0.844348,35824740
503,0.765649,0.870697,30550830
504,0.714907,0.837221,37522075
505,0.804370,0.894000,30246177
506,0.921224,0.958839,6839872
507,0.741167,0.858104,38897721
508,0.788310,0.886027,22157014
509,0.728322,0.846158,27863397
510,0.827024,0.907426,16405506
511,0.745716,0.856323,39964288
512,0.812373,0.899113,25214429
513,0.772480,0.876981,16302472
514,0.789100,0.886443,10228775
515,0.787124,0.884152,29251137
516,0.806094,0.894595,21692718
517,0.791769,0.888088,5867135
518,0.786135,0.880775,20205318
519,0.748882,0.860702,23633471
520,0.805160,0.894447,29673566
521,0.772754,0.875253,16041563
522,0.875123,0.933873,1747438
523,0.796012,0.889334,3306389
524,0.829238,0.908571,8162547
525,0.784494,0.884284,32861526
526,0.813713,0.899294,33977852
527,0.819544,0.903832,35522645
528,0.755388,0.862893,30094196
529,0.738650,0.854865,39983118
530,0.770757,0.876180,34568831
531,0.785951,0.884522,6508317
532,0.764248,0.872526,39240740
533,0.806997,0.894597,29964611
534,0.694937,0.825644,37059147
535,0.798322,0.891296,36333855
536,0.810715,0.897061,19781829
537,0.801446,0.893033,3470060
538,0.743419,0.857791,34802617
539,0.865546,0.929077,1509884
540,0.732675,0.849154,31333458
541,0.859470,0.926043,10779164
542,0.795318,0.889839,1045212
543,0.805826,0.894823,16118927
544,0.730993,0.851927,27081636
545,0.780300,0.881903,11273987
546,0.836084,0.912427,4941104
547,0.879279,0.936919,8345395
548,0.879314,0.936843,17141123
549,0.807336,0.896330,25146422
550,0.827392,0.906318,31978866
551,0.739177,0.857308,6385729
552,0.867610,0.930477,759026
553,0.740759,0.856047,33726305
554,0.838128,0.913896,9692119
555,0.835232,0.911174,8921573
556,0.724915,0.848455,26158871
557,0.756179,0.867913,3241011
558,0.840432,0.915336,4015259
559,0.813026,0.898725,15824107
560,0.769170,0.875144,2795169
561,0.737632,0.856497,38584091
562,0.712364,0.836701,22332425
563,0.826525,0.907239,1606949
564,0.726444,0.844735,28119742
565,0.757487,0.868593,18962612
566,0.732756,0.848880,37940805
567,0.806937,0.896487,7472611
568,0.757298,0.867760,22432673
569,0.761225,0.866188,32314462
570,0.832228,0.908681,8982495
571,0.767189,0.873646,13337171
572,0.813632,0.899560,2664666
573,0.814047,0.900101,10027708
574,0.851670,0.921739,29456098
575,0.764872,0.870442,29746303
576,0.812712,0.898915,21301696
577,0.730537,0.849337,34397203
578,0.801159,0.892354,38091698
579,0.816185,0.901194,38442819
580,0.792678,0.887818,19114666
581,0.757881,0.868734,29641605
582,0.773872,0.877936,4399589
583,0.786641,0.885307,19873692
584,0.714780,0.838299,22938950
585,0.857381,0.924339,14091708
586,0.765117,0.872900,28795266
587,0.833473,0.909262,8668862
588,0.823270,0.905188,17332719
589,0.808229,0.896608,32810526
590,0.813192,0.898565,24492969
591,0.734418,0.850144,20127889
592,0.726748,0.849339,30965657
593,0.802990,0.894213,6396435
594,0.728953,0.851531,21734838
595,0.816595,0.900761,18656439
596,0.785098,0.883016,25359048
597,0.779958,0.881816,19246684
598,0.800444,0.891318,26129051
599,0.853687,0.922765,7362761
600,0.901911,0.948400,11132186
601,0.790283,0.885302,35111547
602,0.811688,0.899819,20699932
603,0.805718,0.895609,13796853
604,0.817192,0.902840,4710295
605,0.873843,0.933724,9727071
606,0.848351,0.919860,3114197
607,0.770678,0.875657,26011991
608,0.772372,0.877312,3695315
609,0.746505,0.862114,776935
610,0.733705,0.851647,24025851
611,0.789288,0.884512,22809981
612,0.851790,0.921663,30418541
613,0.810828,0.898403,28425440
614,0.810531,0.897786,2254713
615,0.767676,0.874052,12928531
616,0.855561,0.923223,2088188
617,0.720200,0.841180,31049980
618,0.821293,0.903870,21597393
619,0.755660,0.867611,19420908
620,0.735276,0.850505,23431546
621,0.799631,0.892315,5661403
622,0.731004,0.847477,39548797
623,0.801442,0.893779,13968243
624,0.760905,0.869309,12057839
625,0.796969,0.891569,20854676
626,0.729118,0.849419,32624683
627,0.807545,0.896322,37416887
628,0.745756,0.859226,40101361
629,0.810662,0.897973,18324775
630,0.761493,0.870465,4350688
631,0.852253,0.922065,10804588
632,0.767227,0.873783,13007362
633,0.737242,0.851652,25050621
634,0.738837,0.852790,24601441
635,0.747391,0.860107,17717658
636,0.827508,0.907999,34777693
637,0.760301,0.865876,27715638
638,0.873530,0.932868,3300690
639,0.775709,0.877899,38473008
640,0.796782,0.889403,28492574
641,0.768592,0.873700,27326542
642,0.826429,0.908184,20854029
643,0.812316,0.899507,18482155
644,0.817041,0.901178,15323022
645,0.777105,0.879314,23108743
646,0.752755,0.861365,31410687
647,0.771180,0.875165,17411211
648,0.805639,0.896490,13729763
649,0.834593,0.909994,12579121
650,0.821213,0.904295,36832120
651,0.808848,0.896451,37161310
652,0.759203,0.869781,18240525
653,0.881297,0.937901,35951957
654,0.828914,0.908740,10700594
655,0.803985,0.894747,30298364
656,0.715215,0.840209,16377674
657,0.753905,0.865944,2896317
658,0.743906,0.859944,27286291
659,0.820352,0.903083,16050075
660,0.743843,0.857882,21221092
661,0.748451,0.860699,31636980
662,0.755119,0.866056,26854663
663,0.765519,0.870680,34228455
664,0.820717,0.904642,16258641
665,0.851762,0.919506,11027145
666,0.848697,0.919497,11517154
667,0.833197,0.911190,10607375
668,0.778446,0.877936,38742784
669,0.772074,0.875343,14817845
670,0.842655,0.914560,8651423
671,0.722312,0.842385,26806398
672,0.817433,0.902523,1715427
673,0.756641,0.865660,29505453
674,0.849075,0.919746,4859594
675,0.790256,0.886097,17038450
676,0.874717,0.934219,12185237
677,0.810018,0.897404,36270282
678,0.812104,0.897382,34449661
679,0.766053,0.872732,25915000
680,0.766275,0.873822,8420443
681,0.730727,0.848146,30852821
682,0.794943,0.888262,22647351
683,0.736200,0.853153,26660969
684,0.743578,0.860429,26375819
685,0.845085,0.918085,33347945
686,0.773306,0.876919,16530373
687,0.811434,0.899486,2324534
688,0.776812,0.879503,36244262
689,0.840334,0.915411,3387705
690,0.789068,0.886840,18374609
691,0.750359,0.861550,17036395
692,0.757390,0.866698,35024685
693,0.764003,0.870984,4800313
694,0.877359,0.934882,10835891
695,0.805153,0.895588,10854367
696,0.736144,0.854702,15827458
697,0.726261,0.848407,22353046
698,0.841487,0.916119,21461742
699,0.815169,0.900685,14141282
700,0.771842,0.876192,37170891
701,0.801988,0.891752,30113166
702,0.793005,0.888150,518721
703,0.725851,0.844323,38886319
704,0.749858,0.863615,19189660
705,0.820813,0.904910,5378315
706,0.696286,0.826438,15495809
707,0.831949,0.910751,31374897
708,0.883127,0.937969,1219638
709,0.796851,0.889858,9516511
710,0.800115,0.891453,16860938
711,0.786599,0.884597,9640082
712,0.790843,0.887918,40369333
713,0.769350,0.874736,39508289
714,0.793175,0.889290,36301051
715,0.789671,0.886049,26316193
716,0.774382,0.876796,32427274
717,0.736709,0.856550,12402465
718,0.731802,0.848698,28640727
719,0.786206,0.884894,28242577
720,0.779020,0.880613,15790170
721,0.946727,0.972067,6586376
722,0.807527,0.897532,4850013
723,0.850300,0.918710,10385896
724,0.825689,0.906932,11386689
725,0.806268,0.895132,15685904
726,0.794293,0.888116,21240264
727,0.814562,0.899441,27214148
728,0.755073,0.862552,38038950
729,0.727040,0.850254,2273047
730,0.879836,0.937115,926470
731,0.780366,0.879937,34780882
732,0.865725,0.929499,32386213
733,0.857944,0.924936,1445191
734,0.769475,0.873533,33238241
735,0.858552,0.925523,11146913
736,0.843288,0.916083,6823507
737,0.909204,0.952413,8305090
738,0.799423,0.892977,2092851
739,0.748676,0.863012,8043145
740,0.774176,0.877966,17821602
741,0.787037,0.885419,18953789
742,0.822394,0.905896,17683227
743,0.813955,0.899630,17761975
744,0.815307,0.900129,18033118
745,0.833007,0.910228,13555319
