alpha,MSE,MAE,Time
0.00,0.996509,0.998242,0.008079
0.01,0.809109,0.899060,0.002884
0.02,0.720489,0.847632,0.002848
0.03,0.711138,0.842032,0.002846
0.04,0.691940,0.830272,0.002846
0.05,0.682270,0.824406,0.002839
0.06,0.682270,0.824406,0.002837
0.07,0.682270,0.824406,0.002838
0.08,0.673889,0.819466,0.002840
0.09,0.673889,0.819466,0.002837
0.10,0.659465,0.810843,0.002843
0.11,0.641997,0.799774,0.002837
0.12,0.633436,0.794523,0.002825
0.13,0.633436,0.794523,0.002822
0.14,0.633436,0.794523,0.002821
0.15,0.633436,0.794523,0.002820
0.16,0.633436,0.794523,0.002820
0.17,0.633436,0.794523,0.002820
0.18,0.633436,0.794523,0.002820
0.19,0.633436,0.794523,0.002819
0.20,0.633436,0.794523,0.002819
0.21,0.633436,0.794523,0.002819
0.22,0.633436,0.794523,0.002819
0.23,0.633436,0.794523,0.002820
0.24,0.633436,0.794523,0.002819
0.25,0.633436,0.794523,0.002819
0.26,0.633436,0.794523,0.002819
0.27,0.633436,0.794523,0.002819
0.28,0.633436,0.794523,0.002820
0.29,0.633436,0.794523,0.002819
0.30,0.643888,0.799984,0.002825
0.31,0.643888,0.799984,0.002822
0.32,0.658855,0.808652,0.002844
0.33,0.677335,0.820275,0.002822
0.34,0.677335,0.820275,0.002805
0.35,0.677335,0.820275,0.002802
0.36,0.677335,0.820275,0.002801
0.37,0.703756,0.835959,0.002804
0.38,0.703756,0.835959,0.002802
0.39,0.703756,0.835959,0.002801
0.40,0.703756,0.835959,0.002799
0.41,0.703756,0.835959,0.002799
0.42,0.703756,0.835959,0.002798
0.43,0.703756,0.835959,0.002798
0.44,0.703756,0.835959,0.002797
0.45,0.703756,0.835959,0.002797
0.46,0.703756,0.835959,0.002797
0.47,0.703756,0.835959,0.002796
0.48,0.703756,0.835959,0.002796
0.49,0.703756,0.835959,0.002796
0.50,0.703756,0.835959,0.002796
0.51,0.703756,0.835959,0.002795
0.52,0.703756,0.835959,0.002796
0.53,0.703756,0.835959,0.002795
0.54,0.703756,0.835959,0.002795
0.55,0.703756,0.835959,0.002795
0.56,0.703756,0.835959,0.002795
0.57,0.762495,0.871394,0.002800
0.58,0.762495,0.871394,0.002799
0.59,0.762495,0.871394,0.002798
0.60,0.762495,0.871394,0.002796
0.61,0.762495,0.871394,0.002795
0.62,0.762495,0.871394,0.002795
0.63,0.762495,0.871394,0.002794
0.64,0.762495,0.871394,0.002794
0.65,0.762495,0.871394,0.002794
0.66,0.762495,0.871394,0.002793
0.67,0.762495,0.871394,0.002793
0.68,0.762495,0.871394,0.002792
0.69,0.762495,0.871394,0.002793
0.70,0.762495,0.871394,0.002792
0.71,0.852295,0.922646,0.002790
0.72,0.852295,0.922646,0.002789
0.73,0.852295,0.922646,0.002788
0.74,0.852295,0.922646,0.002788
0.75,0.852295,0.922646,0.002788
0.76,0.852295,0.922646,0.002788
0.77,0.852295,0.922646,0.002788
0.78,0.852295,0.922646,0.002787
0.79,0.852295,0.922646,0.002788
0.80,0.852295,0.922646,0.002787
0.81,0.852295,0.922646,0.002788
0.82,0.852295,0.922646,0.002787
0.83,0.852295,0.922646,0.002788
0.84,0.852295,0.922646,0.002787
0.85,0.852295,0.922646,0.002788
0.86,0.852295,0.922646,0.002787
0.87,0.852295,0.922646,0.002788
0.88,0.852295,0.922646,0.002789
0.89,0.852295,0.922646,0.002787
0.90,0.852295,0.922646,0.002788
0.91,0.852295,0.922646,0.002803
0.92,0.852295,0.922646,0.002788
0.93,0.852295,0.922646,0.002788
0.94,0.852295,0.922646,0.002788
0.95,0.852295,0.922646,0.002788
0.96,0.852295,0.922646,0.002788
0.97,0.852295,0.922646,0.002788
0.98,0.852295,0.922646,0.002788
0.99,0.852295,0.922646,0.002789
1.00,0.852295,0.922646,0.002788

FreqItem (alpha = 0.12)
FreqItem,0.633436,0.794523,0.002825

Mode (each dim)
Mode1,0.996509,0.998242,0.005452

Mode (all dim)
Mode2,0.852295,0.922646,0.000458

Medoid (ID=620)
Medoid,0.770098,0.875306,0.096099

ID,MSE,MAE,DataID
1,0.833390,0.911179,125724937
2,0.842931,0.916414,59015107
3,0.832785,0.910755,117182266
4,0.813315,0.900381,119477851
5,0.842931,0.916414,136418093
6,0.910541,0.953211,29561409
7,0.817774,0.901719,50162432
8,0.787385,0.885799,114957188
9,0.899940,0.946800,41565958
10,0.880324,0.936181,82895567
11,0.817894,0.901901,71437267
12,0.938013,0.967038,94103681
13,0.958579,0.977999,54586021
14,0.815084,0.901498,76824852
15,0.842324,0.916057,142490802
16,0.842830,0.916356,137098609
17,0.787385,0.885799,95127333
18,0.807497,0.896702,107335669
19,0.815282,0.901608,21189279
20,0.787385,0.885799,90826278
21,0.911132,0.953548,2439202
22,0.835128,0.912221,36345358
23,0.841524,0.915606,20535210
24,0.842827,0.916350,120336288
25,0.889508,0.941997,23445318
26,0.817894,0.901901,59996959
27,0.835181,0.912576,19421726
28,0.841926,0.915817,16282051
29,0.837212,0.913876,149478169
30,0.801364,0.893421,32659767
31,0.842827,0.916350,76754743
32,0.798057,0.891402,125564002
33,0.806672,0.896197,91674875
34,0.834930,0.912111,44297906
35,0.807497,0.896702,95402750
36,0.791090,0.886876,78453865
37,0.865258,0.928921,73859315
38,0.834336,0.911780,145565182
39,0.842726,0.916292,43771949
40,0.837628,0.913509,115425274
41,0.815394,0.901020,78821646
42,0.837213,0.913251,115209216
43,0.842625,0.916234,59889852
44,0.833364,0.910885,133407668
45,0.842720,0.916278,42394964
46,0.842442,0.916146,52741551
47,0.818696,0.902482,120867173
48,0.812290,0.899682,137522298
49,0.795904,0.889302,10438117
50,0.842931,0.916414,142056452
51,0.837628,0.913509,78709472
52,0.916388,0.955896,12877319
53,0.834491,0.911787,28762707
54,0.940149,0.968204,99244683
55,0.842720,0.916278,133213608
56,0.842524,0.916176,52208026
57,0.815181,0.901551,9602538
58,0.842207,0.915890,2996231
59,0.908742,0.951765,68490077
60,0.914238,0.954801,9441604
61,0.863760,0.928063,35655998
62,0.815071,0.901472,145244821
63,0.886364,0.940206,135005607
64,0.837632,0.914151,127330874
65,0.900585,0.947120,39903623
66,0.886753,0.939979,80769253
67,0.864845,0.928670,56145635
68,0.787486,0.885857,113762939
69,0.816772,0.900904,76695332
70,0.814780,0.900651,99917585
71,0.814563,0.900501,79549110
72,0.817689,0.901779,5877875
73,0.849274,0.919908,65487697
74,0.842931,0.916414,139438962
75,0.831787,0.910259,139285543
76,0.809840,0.898445,107882662
77,0.835128,0.912221,42541410
78,0.805046,0.895080,110513613
79,0.884250,0.938978,95765856
80,0.815282,0.901608,52979527
81,0.791191,0.886923,102930962
82,0.815178,0.901544,24836225
83,0.841749,0.915755,65856847
84,0.842316,0.915880,131693669
85,0.826832,0.907066,124080908
86,0.834712,0.911963,49431352
87,0.815282,0.901608,34262591
88,0.921939,0.958858,133683447
89,0.889601,0.942044,52427583
90,0.787486,0.885857,102752669
91,0.842931,0.916414,143125052
92,0.911009,0.952986,88083582
93,0.789908,0.885834,98358387
94,0.865158,0.928863,128491555
95,0.838655,0.913788,65775352
96,0.824294,0.905388,138262011
97,0.835128,0.912221,59621705
98,0.819124,0.902787,121920988
99,0.891963,0.943196,102385847
100,0.868147,0.929771,136317038
101,0.893070,0.943889,72199469
102,0.842931,0.916414,32295853
103,0.817894,0.901901,142194913
104,0.818388,0.902161,137687167
105,0.841741,0.915433,22095712
106,0.886660,0.940428,131841353
107,0.809840,0.898445,95930725
108,0.864956,0.928746,64637122
109,0.806570,0.896141,92715862
110,0.834225,0.911704,42057478
111,0.908742,0.951765,117616649
112,0.864242,0.928319,46007720
113,0.815282,0.901608,66893704
114,0.814483,0.901155,33834392
115,0.825936,0.906552,28062286
116,0.833069,0.910955,41335508
117,0.787288,0.885746,83265744
118,0.798361,0.891367,62324878
119,0.834816,0.912027,25379852
120,0.798057,0.891402,135693328
121,0.945298,0.971271,15438444
122,0.815080,0.901493,18865800
123,0.841077,0.915194,74137806
124,0.789651,0.885468,113796831
125,0.887352,0.940761,147357356
126,0.839845,0.914670,139913158
127,0.801563,0.892906,102419739
128,0.892804,0.942981,57339958
129,0.897580,0.945832,112195042
130,0.923746,0.959813,55166482
131,0.838639,0.913669,44017892
132,0.814668,0.901241,34755408
133,0.790120,0.886018,87462335
134,0.830426,0.909398,36573702
135,0.840801,0.915158,22803471
136,0.940549,0.968430,109558047
137,0.817774,0.901719,18775952
138,0.821318,0.904185,118734197
139,0.830003,0.909117,24556066
140,0.859612,0.925443,111491815
141,0.842438,0.916140,11152572
142,0.820027,0.903867,142172715
143,0.867633,0.929038,7860431
144,0.797636,0.891053,78046276
145,0.887352,0.940761,26368004
146,0.801364,0.893421,35922718
147,0.887352,0.940761,119381785
148,0.784123,0.883871,109633749
149,0.787486,0.885857,98247596
150,0.812818,0.900124,144761638
151,0.859818,0.925565,95687973
152,0.789651,0.885468,113686040
153,0.835128,0.912221,13988334
154,0.813221,0.900356,20186676
155,0.842524,0.916176,77843768
156,0.815282,0.901608,11706587
157,0.835128,0.912221,10460730
158,0.842733,0.916304,30624403
159,0.835128,0.912221,69046546
160,0.814860,0.901336,122655773
161,0.820694,0.903679,85790885
162,0.940229,0.968225,113064439
163,0.898118,0.945101,7772078
164,0.908650,0.951717,23614117
165,0.815282,0.901608,149638141
166,0.815282,0.901608,30575550
167,0.885546,0.939638,133172165
168,0.912520,0.953997,18774990
169,0.892915,0.942840,149309748
170,0.811959,0.899465,8089127
171,0.818700,0.902478,130266805
172,0.842535,0.916194,10823216
173,0.838080,0.913568,622739
174,0.813537,0.900554,138127237
175,0.889687,0.941921,88869493
176,0.847666,0.918825,26990744
177,0.904698,0.949234,24410851
178,0.943471,0.970294,58612175
179,0.838080,0.913568,136624493
180,0.909390,0.952607,122658448
181,0.833516,0.911291,53734709
182,0.809743,0.898393,82673363
183,0.787486,0.885857,86705385
184,0.887673,0.940882,67723044
185,0.801563,0.892906,102860039
186,0.837632,0.914151,14910049
187,0.852141,0.921322,79429631
188,0.889226,0.941364,113320770
189,0.840905,0.915222,45534453
190,0.886936,0.940502,148476177
191,0.809840,0.898445,86337440
192,0.821318,0.904185,131325339
193,0.809840,0.898445,111901513
