alpha,MSE,MAE,Time
0.00,0.986279,0.993115,0.002494
0.01,0.910260,0.954042,0.000968
0.02,0.858814,0.926605,0.000881
0.03,0.821987,0.906414,0.000863
0.04,0.797533,0.892683,0.000833
0.05,0.771621,0.877863,0.000821
0.06,0.716905,0.845255,0.000805
0.07,0.698307,0.833669,0.000799
0.08,0.677189,0.820279,0.000802
0.09,0.653645,0.805265,0.000773
0.10,0.638350,0.795013,0.000767
0.11,0.633287,0.791545,0.000763
0.12,0.633287,0.791545,0.000763
0.13,0.633287,0.791545,0.000763
0.14,0.629300,0.788653,0.000762
0.15,0.618528,0.782921,0.000771
0.16,0.614665,0.779915,0.000754
0.17,0.614665,0.779915,0.000752
0.18,0.614665,0.779915,0.000751
0.19,0.611001,0.777523,0.000729
0.20,0.611001,0.777523,0.000727
0.21,0.611001,0.777523,0.000739
0.22,0.612302,0.779857,0.000714
0.23,0.612302,0.779857,0.000712
0.24,0.612302,0.779857,0.000712
0.25,0.615250,0.781500,0.000710
0.26,0.615250,0.781500,0.000707
0.27,0.625608,0.788144,0.000696
0.28,0.625608,0.788144,0.000694
0.29,0.625608,0.788144,0.000694
0.30,0.625608,0.788144,0.000692
0.31,0.625608,0.788144,0.000696
0.32,0.635846,0.794652,0.000681
0.33,0.635846,0.794652,0.000679
0.34,0.635846,0.794652,0.000678
0.35,0.650758,0.803841,0.000671
0.36,0.650758,0.803841,0.000668
0.37,0.669298,0.815859,0.000664
0.38,0.669298,0.815859,0.000662
0.39,0.669298,0.815859,0.000662
0.40,0.669298,0.815859,0.000660
0.41,0.669298,0.815859,0.000659
0.42,0.669298,0.815859,0.000660
0.43,0.669298,0.815859,0.000659
0.44,0.669298,0.815859,0.000675
0.45,0.669298,0.815859,0.000662
0.46,0.669298,0.815859,0.000661
0.47,0.669298,0.815859,0.000662
0.48,0.669298,0.815859,0.000664
0.49,0.669298,0.815859,0.000662
0.50,0.669298,0.815859,0.000661
0.51,0.669298,0.815859,0.000662
0.52,0.669298,0.815859,0.000661
0.53,0.669298,0.815859,0.000661
0.54,0.669298,0.815859,0.000662
0.55,0.669298,0.815859,0.000661
0.56,0.669298,0.815859,0.000662
0.57,0.710889,0.841866,0.000659
0.58,0.710889,0.841866,0.000656
0.59,0.710889,0.841866,0.000657
0.60,0.710889,0.841866,0.000655
0.61,0.710889,0.841866,0.000654
0.62,0.710889,0.841866,0.000654
0.63,0.710889,0.841866,0.000653
0.64,0.710889,0.841866,0.000654
0.65,0.710889,0.841866,0.000653
0.66,0.710889,0.841866,0.000653
0.67,0.710889,0.841866,0.000652
0.68,0.710889,0.841866,0.000653
0.69,0.710889,0.841866,0.000668
0.70,0.710889,0.841866,0.000650
0.71,0.710889,0.841866,0.000651
0.72,0.710889,0.841866,0.000650
0.73,0.710889,0.841866,0.000650
0.74,0.710889,0.841866,0.000650
0.75,0.710889,0.841866,0.000650
0.76,0.710889,0.841866,0.000650
0.77,0.710889,0.841866,0.000650
0.78,0.710889,0.841866,0.000650
0.79,0.710889,0.841866,0.000651
0.80,0.710889,0.841866,0.000650
0.81,0.710889,0.841866,0.000650
0.82,0.710889,0.841866,0.000650
0.83,0.710889,0.841866,0.000649
0.84,0.710889,0.841866,0.000651
0.85,0.710889,0.841866,0.000649
0.86,0.789452,0.887742,0.000644
0.87,0.789452,0.887742,0.000642
0.88,0.789452,0.887742,0.000641
0.89,0.789452,0.887742,0.000641
0.90,0.789452,0.887742,0.000639
0.91,0.789452,0.887742,0.000640
0.92,0.789452,0.887742,0.000639
0.93,0.789452,0.887742,0.000638
0.94,0.789452,0.887742,0.000641
0.95,0.789452,0.887742,0.000638
0.96,0.789452,0.887742,0.000638
0.97,0.789452,0.887742,0.000637
0.98,0.789452,0.887742,0.000638
0.99,0.889539,0.942870,0.000632
1.00,0.889539,0.942870,0.000632

FreqItem (alpha = 0.19)
FreqItem,0.611001,0.777523,0.000729

Mode (each dim)
Mode1,0.986279,0.993115,0.002397

Mode (all dim)
Mode2,0.889539,0.942870,0.000605

Medoid (ID=533)
Medoid,0.690334,0.824453,0.135377

ID,MSE,MAE,DataID
1,0.755093,0.865610,3478979
2,0.736058,0.855364,7313040
3,0.745543,0.861514,17239847
4,0.852139,0.920847,1902820
5,0.878189,0.934996,12407741
6,0.785479,0.883573,33463259
7,0.790152,0.887564,35899481
8,0.797320,0.890359,2141797
9,0.815093,0.901801,2097004
10,0.722395,0.844993,35460196
11,0.770824,0.876255,23516805
12,0.758972,0.866232,31688516
13,0.801419,0.893698,2662269
14,0.731770,0.848146,31847075
15,0.726141,0.847180,30309173
16,0.856726,0.924506,12293452
17,0.754403,0.866228,9615861
18,0.756731,0.863485,22821506
19,0.769114,0.874081,8053447
20,0.762348,0.869306,35710857
21,0.795116,0.889229,27219580
22,0.799367,0.892885,4838516
23,0.767066,0.874184,5022743
24,0.826790,0.907420,34228862
25,0.748900,0.863447,21382556
26,0.829410,0.909155,14511875
27,0.817400,0.902370,3803260
28,0.804491,0.895650,1962087
29,0.713320,0.836588,22303892
30,0.826865,0.907382,24046305
31,0.809002,0.897204,29358970
32,0.721708,0.841864,25782871
33,0.725798,0.844705,31359346
34,0.844956,0.917884,6169858
35,0.705410,0.832232,27685692
36,0.818060,0.902755,3338127
37,0.794811,0.890108,39633117
38,0.764917,0.872015,23156213
39,0.796009,0.890156,5479924
40,0.785737,0.884420,1301162
41,0.843770,0.917151,18187450
42,0.816009,0.899951,28996730
43,0.769987,0.872783,32989678
44,0.730339,0.852599,20849720
45,0.728568,0.846371,20414846
46,0.801116,0.893948,22869891
