alpha,MSE,MAE,Time
0.00,0.986938,0.993456,0.002498
0.01,0.910714,0.954274,0.000936
0.02,0.865618,0.930280,0.000856
0.03,0.822051,0.906437,0.000801
0.04,0.799433,0.893762,0.000787
0.05,0.773402,0.878892,0.000778
0.06,0.744280,0.861670,0.000798
0.07,0.706938,0.839238,0.000756
0.08,0.678038,0.821080,0.000747
0.09,0.663919,0.811937,0.000743
0.10,0.648818,0.802088,0.000735
0.11,0.643596,0.798509,0.000733
0.12,0.634018,0.793181,0.000731
0.13,0.634018,0.793181,0.000724
0.14,0.630036,0.790408,0.000722
0.15,0.626215,0.787918,0.000718
0.16,0.626215,0.787918,0.000716
0.17,0.618814,0.783608,0.000705
0.18,0.616467,0.781751,0.000688
0.19,0.616467,0.781751,0.000686
0.20,0.615492,0.781759,0.000704
0.21,0.615126,0.781313,0.000684
0.22,0.615126,0.781313,0.000683
0.23,0.615126,0.781313,0.000682
0.24,0.615126,0.781313,0.000681
0.25,0.615126,0.781313,0.000682
0.26,0.619428,0.784658,0.000677
0.27,0.619428,0.784658,0.000674
0.28,0.619428,0.784658,0.000674
0.29,0.626343,0.788413,0.000673
0.30,0.626343,0.788413,0.000668
0.31,0.626343,0.788413,0.000667
0.32,0.626343,0.788413,0.000667
0.33,0.626343,0.788413,0.000665
0.34,0.638582,0.796132,0.000653
0.35,0.638582,0.796132,0.000652
0.36,0.638582,0.796132,0.000650
0.37,0.638582,0.796132,0.000649
0.38,0.655626,0.806754,0.000642
0.39,0.675870,0.819854,0.000635
0.40,0.675870,0.819854,0.000633
0.41,0.675870,0.819854,0.000631
0.42,0.675870,0.819854,0.000633
0.43,0.675870,0.819854,0.000639
0.44,0.675870,0.819854,0.000627
0.45,0.675870,0.819854,0.000627
0.46,0.675870,0.819854,0.000626
0.47,0.675870,0.819854,0.000627
0.48,0.675870,0.819854,0.000626
0.49,0.675870,0.819854,0.000626
0.50,0.675870,0.819854,0.000627
0.51,0.675870,0.819854,0.000625
0.52,0.675870,0.819854,0.000626
0.53,0.675870,0.819854,0.000626
0.54,0.675870,0.819854,0.000626
0.55,0.715368,0.844496,0.000624
0.56,0.715368,0.844496,0.000622
0.57,0.715368,0.844496,0.000621
0.58,0.715368,0.844496,0.000621
0.59,0.715368,0.844496,0.000619
0.60,0.715368,0.844496,0.000619
0.61,0.715368,0.844496,0.000620
0.62,0.715368,0.844496,0.000619
0.63,0.715368,0.844496,0.000622
0.64,0.715368,0.844496,0.000619
0.65,0.715368,0.844496,0.000618
0.66,0.715368,0.844496,0.000619
0.67,0.715368,0.844496,0.000618
0.68,0.715368,0.844496,0.000618
0.69,0.715368,0.844496,0.000619
0.70,0.715368,0.844496,0.000619
0.71,0.715368,0.844496,0.000618
0.72,0.715368,0.844496,0.000618
0.73,0.715368,0.844496,0.000619
0.74,0.715368,0.844496,0.000617
0.75,0.715368,0.844496,0.000618
0.76,0.715368,0.844496,0.000618
0.77,0.715368,0.844496,0.000617
0.78,0.715368,0.844496,0.000619
0.79,0.715368,0.844496,0.000617
0.80,0.715368,0.844496,0.000618
0.81,0.715368,0.844496,0.000618
0.82,0.715368,0.844496,0.000617
0.83,0.715368,0.844496,0.000618
0.84,0.715368,0.844496,0.000618
0.85,0.791698,0.888950,0.000611
0.86,0.791698,0.888950,0.000610
0.87,0.791698,0.888950,0.000612
0.88,0.791698,0.888950,0.000608
0.89,0.791698,0.888950,0.000608
0.90,0.791698,0.888950,0.000624
0.91,0.791698,0.888950,0.000609
0.92,0.791698,0.888950,0.000608
0.93,0.791698,0.888950,0.000608
0.94,0.791698,0.888950,0.000607
0.95,0.791698,0.888950,0.000608
0.96,0.791698,0.888950,0.000608
0.97,0.791698,0.888950,0.000607
0.98,0.890183,0.943203,0.000601
0.99,0.890183,0.943203,0.000601
1.00,0.890183,0.943203,0.000599

FreqItem (alpha = 0.21)
FreqItem,0.615126,0.781313,0.000684

Mode (each dim)
Mode1,0.986938,0.993456,0.002565

Mode (all dim)
Mode2,0.890183,0.943203,0.000599

Medoid (ID=72)
