alpha,MSE,MAE,Time
0.00,0.977865,0.988869,0.011778
0.01,0.690873,0.830821,0.004382
0.02,0.519943,0.720079,0.004091
0.03,0.433968,0.657019,0.004015
0.04,0.359562,0.596885,0.003970
0.05,0.306788,0.550168,0.003920
0.06,0.256265,0.501086,0.003872
0.07,0.238444,0.482362,0.003831
0.08,0.223052,0.465475,0.003823
0.09,0.216284,0.458074,0.003822
0.10,0.203410,0.442920,0.003800
0.11,0.199087,0.437917,0.003790
0.12,0.196997,0.435327,0.003821
0.13,0.193071,0.430274,0.003806
0.14,0.189385,0.425395,0.003800
0.15,0.187523,0.423227,0.003796
0.16,0.185441,0.421200,0.003793
0.17,0.180216,0.414664,0.003791
0.18,0.176552,0.410582,0.003784
0.19,0.169743,0.402851,0.003774
0.20,0.167900,0.400893,0.003768
0.21,0.163059,0.394959,0.003730
0.22,0.161594,0.393099,0.003713
0.23,0.160060,0.391330,0.003716
0.24,0.157210,0.387884,0.003715
0.25,0.154677,0.384349,0.003711
0.26,0.141771,0.362305,0.003702
0.27,0.141771,0.362305,0.003703
0.28,0.141771,0.362305,0.003698
0.29,0.141771,0.362305,0.003696
0.30,0.139905,0.359794,0.003690
0.31,0.139201,0.358380,0.003687
0.32,0.138433,0.357402,0.003686
0.33,0.137644,0.356589,0.003685
0.34,0.137644,0.356589,0.003684
0.35,0.137365,0.355704,0.003683
0.36,0.137365,0.355704,0.003684
0.37,0.137365,0.355704,0.003683
0.38,0.137211,0.355437,0.003682
0.39,0.137211,0.355437,0.003682
0.40,0.137211,0.355437,0.003681
0.41,0.137254,0.355445,0.003684
0.42,0.137254,0.355445,0.003681
0.43,0.137254,0.355445,0.003682
0.44,0.137254,0.355445,0.003682
0.45,0.137254,0.355445,0.003684
0.46,0.137979,0.355883,0.003682
0.47,0.138790,0.356310,0.003684
0.48,0.138790,0.356310,0.003682
0.49,0.138790,0.356310,0.003685
0.50,0.138790,0.356310,0.003683
0.51,0.138790,0.356310,0.003682
0.52,0.138790,0.356310,0.003681
0.53,0.138790,0.356310,0.003683
0.54,0.140137,0.358069,0.003678
0.55,0.140137,0.358069,0.003679
0.56,0.140137,0.358069,0.003680
0.57,0.140137,0.358069,0.003683
0.58,0.140137,0.358069,0.003700
