alpha,MSE,MAE,Time
0.00,0.987927,0.993954,0.007307
0.01,0.882044,0.939127,0.002226
0.02,0.826064,0.908757,0.002083
0.03,0.781799,0.883921,0.002032
0.04,0.743501,0.861772,0.001992
0.05,0.714583,0.844535,0.001979
0.06,0.694718,0.832419,0.001964
0.07,0.683072,0.825197,0.001953
0.08,0.672232,0.818331,0.001945
0.09,0.657218,0.809100,0.001929
0.10,0.642716,0.799752,0.001915
0.11,0.629308,0.790936,0.001908
0.12,0.624791,0.787907,0.001941
0.13,0.616395,0.782069,0.001913
0.14,0.615186,0.781132,0.001905
0.15,0.606246,0.774884,0.001867
0.16,0.599381,0.769325,0.001856
0.17,0.598272,0.768231,0.001847
0.18,0.595922,0.766099,0.001837
0.19,0.595240,0.765234,0.001831
0.20,0.595015,0.764910,0.001828
0.21,0.595015,0.764910,0.001829
0.22,0.595394,0.764946,0.001825
0.23,0.596057,0.765244,0.001819
0.24,0.596057,0.765244,0.001819
0.25,0.600140,0.767861,0.001802
0.26,0.600140,0.767861,0.001800
0.27,0.600140,0.767861,0.001798
0.28,0.628728,0.790828,0.001749
0.29,0.628728,0.790828,0.001747
0.30,0.632564,0.793249,0.001743
0.31,0.632564,0.793249,0.001740
0.32,0.632564,0.793249,0.001741
0.33,0.637594,0.796516,0.001733
0.34,0.637594,0.796516,0.001731
0.35,0.637594,0.796516,0.001735
0.36,0.643870,0.800479,0.001729
0.37,0.643870,0.800479,0.001728
0.38,0.643870,0.800479,0.001727
0.39,0.643870,0.800479,0.001728
0.40,0.677661,0.820634,0.001691
0.41,0.687022,0.826269,0.001679
0.42,0.687022,0.826269,0.001678
0.43,0.687022,0.826269,0.001679
0.44,0.709753,0.840183,0.001656
0.45,0.709753,0.840183,0.001656
0.46,0.722781,0.848186,0.001644
0.47,0.736660,0.856642,0.001638
0.48,0.751531,0.865767,0.001626
0.49,0.751531,0.865767,0.001624
0.50,0.751531,0.865767,0.001625
0.51,0.785566,0.885634,0.001597
0.52,0.785566,0.885634,0.001597
0.53,0.804179,0.896135,0.001589
0.54,0.823962,0.907209,0.001595
0.55,0.845055,0.918855,0.001568
0.56,0.845055,0.918855,0.001568
0.57,0.845055,0.918855,0.001567
0.58,0.845055,0.918855,0.001565
0.59,0.845055,0.918855,0.001566
0.60,0.845055,0.918855,0.001566
