alpha,MSE,MAE,Time
0.00,0.996566,0.998279,0.035567
0.01,0.824032,0.907379,0.030302
0.02,0.715120,0.844517,0.030259
0.03,0.695002,0.832262,0.030255
0.04,0.695002,0.832262,0.030255
0.05,0.684999,0.826239,0.030251
0.06,0.684999,0.826239,0.030248
0.07,0.676146,0.821054,0.030250
0.08,0.676146,0.821054,0.030247
0.09,0.676146,0.821054,0.030246
0.10,0.643346,0.800657,0.030241
0.11,0.634108,0.795035,0.030240
0.12,0.634108,0.795035,0.030237
0.13,0.634108,0.795035,0.030236
0.14,0.634108,0.795035,0.030234
0.15,0.634108,0.795035,0.030235
0.16,0.634108,0.795035,0.030234
0.17,0.634108,0.795035,0.030235
0.18,0.634108,0.795035,0.030235
0.19,0.634108,0.795035,0.030234
0.20,0.634108,0.795035,0.030234
0.21,0.634108,0.795035,0.030234
0.22,0.634108,0.795035,0.030235
0.23,0.634108,0.795035,0.030234
0.24,0.634108,0.795035,0.030234
0.25,0.634108,0.795035,0.030236
0.26,0.634108,0.795035,0.030235
0.27,0.634108,0.795035,0.030234
0.28,0.644690,0.802172,0.030223
0.29,0.655664,0.807638,0.030223
0.30,0.655664,0.807638,0.030221
0.31,0.672177,0.817328,0.030220
0.32,0.672177,0.817328,0.030219
0.33,0.672177,0.817328,0.030216
0.34,0.672177,0.817328,0.030216
0.35,0.672177,0.817328,0.030215
0.36,0.672177,0.817328,0.030214
0.37,0.672177,0.817328,0.030213
0.38,0.672177,0.817328,0.030213
0.39,0.702021,0.835179,0.030219
0.40,0.702021,0.835179,0.030218
0.41,0.702021,0.835179,0.030216
0.42,0.702021,0.835179,0.030215
0.43,0.702021,0.835179,0.030214
0.44,0.702021,0.835179,0.030213
0.45,0.702021,0.835179,0.030213
0.46,0.702021,0.835179,0.030212
0.47,0.702021,0.835179,0.030211
0.48,0.702021,0.835179,0.030211
0.49,0.702021,0.835179,0.030210
0.50,0.702021,0.835179,0.030211
0.51,0.702021,0.835179,0.030210
0.52,0.702021,0.835179,0.030210
0.53,0.702021,0.835179,0.030210
0.54,0.702021,0.835179,0.030210
0.55,0.761426,0.870743,0.030215
0.56,0.761426,0.870743,0.030214
0.57,0.761426,0.870743,0.030212
0.58,0.761426,0.870743,0.030211
0.59,0.761426,0.870743,0.030211
0.60,0.761426,0.870743,0.030209
0.61,0.761426,0.870743,0.030209
0.62,0.761426,0.870743,0.030208
0.63,0.761426,0.870743,0.030208
0.64,0.761426,0.870743,0.030208
0.65,0.761426,0.870743,0.030207
0.66,0.847436,0.920100,0.030204
0.67,0.847436,0.920100,0.030204
0.68,0.847436,0.920100,0.030202
0.69,0.847436,0.920100,0.030204
0.70,0.847436,0.920100,0.030203
0.71,0.847436,0.920100,0.030202
0.72,0.847436,0.920100,0.030203
0.73,0.847436,0.920100,0.030202
0.74,0.847436,0.920100,0.030202
0.75,0.847436,0.920100,0.030202
0.76,0.847436,0.920100,0.030203
0.77,0.847436,0.920100,0.030202
0.78,0.847436,0.920100,0.030202
0.79,0.847436,0.920100,0.030202
0.80,0.847436,0.920100,0.030202
0.81,0.847436,0.920100,0.030203
0.82,0.847436,0.920100,0.030202
0.83,0.847436,0.920100,0.030202
0.84,0.847436,0.920100,0.030202
0.85,0.847436,0.920100,0.030203
0.86,0.847436,0.920100,0.030202
0.87,0.847436,0.920100,0.030202
0.88,0.847436,0.920100,0.030202
0.89,0.847436,0.920100,0.030202
0.90,0.847436,0.920100,0.030203
0.91,0.847436,0.920100,0.030202
0.92,0.847436,0.920100,0.030202
0.93,0.847436,0.920100,0.030202
0.94,0.847436,0.920100,0.030202
0.95,0.847436,0.920100,0.030203
0.96,0.847436,0.920100,0.030202
0.97,0.847436,0.920100,0.030202
0.98,0.847436,0.920100,0.030202
0.99,0.847436,0.920100,0.030203
1.00,0.847436,0.920100,0.030202

FreqItem (alpha = 0.11)
FreqItem,0.634108,0.795035,0.030240

Mode (each dim)
Mode1,0.996566,0.998279,0.005329

Mode (all dim)
Mode2,0.847436,0.920100,0.000492

Medoid (ID=352)
Medoid,0.773312,0.877430,0.082305

ID,MSE,MAE,DataID
1,0.860784,0.926557,68258097
2,0.837433,0.913448,37222749
3,0.834658,0.911899,10468770
4,0.836511,0.912928,111046798
5,0.797667,0.891300,32461967
6,0.885197,0.939649,44579326
7,0.814191,0.901081,35512543
8,0.821580,0.904180,32816272
9,0.837433,0.913448,146577101
10,0.836211,0.912714,75095817
11,0.860784,0.926557,75544601
12,0.812668,0.900182,17675000
13,0.814191,0.901081,37742080
14,0.834447,0.911763,14388916
15,0.834658,0.911899,131445537
16,0.812726,0.899975,102858517
17,0.812976,0.899719,110792210
18,0.837235,0.913338,58920362
19,0.913458,0.954217,50976705
20,0.795504,0.889314,101854464
21,0.798761,0.891862,32600123
22,0.837084,0.913806,148019242
23,0.885197,0.939649,2426982
24,0.834658,0.911899,133450739
25,0.834658,0.911899,60648806
26,0.812831,0.900040,87158756
27,0.833854,0.911113,127742631
28,0.833854,0.911113,117904951
29,0.814191,0.901081,58535541
30,0.861126,0.926308,106040898
31,0.912848,0.953915,108456107
32,0.860198,0.926236,126793638
33,0.833047,0.910749,143263647
34,0.820744,0.903592,118924877
35,0.860080,0.925617,88201333
36,0.889416,0.941795,26086510
37,0.836126,0.912687,13865100
38,0.834658,0.911899,123713876
39,0.834658,0.911899,58902783
40,0.834658,0.911899,10803098
41,0.834658,0.911899,49170590
42,0.833643,0.911296,134447384
43,0.897378,0.945290,28478098
44,0.810228,0.898208,86912671
45,0.796655,0.890199,148836301
46,0.837228,0.913326,10284532
47,0.860388,0.926336,40132084
48,0.789776,0.887251,109989408
49,0.814191,0.901082,69204895
50,0.789675,0.887194,91108789
51,0.833034,0.910942,62204768
52,0.888762,0.940885,101805019
53,0.812570,0.899470,89488928
