alpha,MSE,MAE,Time
0.00,0.987062,0.993518,0.002618
0.01,0.911344,0.954607,0.000987
0.02,0.853321,0.923626,0.000894
0.03,0.828896,0.910237,0.000876
0.04,0.799275,0.893664,0.000851
0.05,0.768777,0.876211,0.000836
0.06,0.737432,0.857706,0.000846
0.07,0.683580,0.824550,0.000816
0.08,0.674547,0.818891,0.000808
0.09,0.665045,0.812750,0.000806
0.10,0.655924,0.806729,0.000803
0.11,0.641556,0.797225,0.000795
0.12,0.632668,0.792494,0.000791
0.13,0.627873,0.789133,0.000782
0.14,0.627873,0.789133,0.000781
0.15,0.627873,0.789133,0.000782
0.16,0.624939,0.787328,0.000779
0.17,0.620512,0.785232,0.000769
0.18,0.620512,0.785232,0.000766
0.19,0.615228,0.781812,0.000742
0.20,0.614057,0.780832,0.000735
0.21,0.614057,0.780832,0.000735
0.22,0.614057,0.780832,0.000733
0.23,0.614057,0.780832,0.000733
0.24,0.614057,0.780832,0.000731
0.25,0.614057,0.780832,0.000733
0.26,0.614057,0.780832,0.000731
0.27,0.619367,0.784740,0.000728
0.28,0.619367,0.784740,0.000730
0.29,0.626294,0.788532,0.000719
0.30,0.626294,0.788532,0.000718
0.31,0.626294,0.788532,0.000716
0.32,0.626294,0.788532,0.000717
0.33,0.626294,0.788532,0.000714
0.34,0.626294,0.788532,0.000717
0.35,0.626294,0.788532,0.000714
0.36,0.640457,0.797458,0.000703
0.37,0.657020,0.808081,0.000697
0.38,0.676803,0.820405,0.000687
0.39,0.676803,0.820405,0.000684
0.40,0.676803,0.820405,0.000686
0.41,0.676803,0.820405,0.000691
0.42,0.676803,0.820405,0.000680
0.43,0.676803,0.820405,0.000679
0.44,0.676803,0.820405,0.000679
0.45,0.676803,0.820405,0.000680
0.46,0.676803,0.820405,0.000678
0.47,0.676803,0.820405,0.000679
0.48,0.676803,0.820405,0.000679
0.49,0.676803,0.820405,0.000679
0.50,0.676803,0.820405,0.000678
0.51,0.676803,0.820405,0.000678
0.52,0.676803,0.820405,0.000678
0.53,0.676803,0.820405,0.000678
0.54,0.676803,0.820405,0.000678
0.55,0.676803,0.820405,0.000678
0.56,0.717950,0.845987,0.000676
0.57,0.717950,0.845987,0.000674
0.58,0.717950,0.845987,0.000674
0.59,0.717950,0.845987,0.000673
0.60,0.717950,0.845987,0.000672
0.61,0.717950,0.845987,0.000671
0.62,0.717950,0.845987,0.000671
0.63,0.717950,0.845987,0.000671
0.64,0.717950,0.845987,0.000670
0.65,0.717950,0.845987,0.000670
0.66,0.717950,0.845987,0.000670
0.67,0.717950,0.845987,0.000670
0.68,0.717950,0.845987,0.000669
0.69,0.717950,0.845987,0.000670
0.70,0.717950,0.845987,0.000669
0.71,0.717950,0.845987,0.000668
0.72,0.717950,0.845987,0.000669
0.73,0.717950,0.845987,0.000669
0.74,0.717950,0.845987,0.000669
0.75,0.717950,0.845987,0.000669
0.76,0.717950,0.845987,0.000669
0.77,0.717950,0.845987,0.000669
0.78,0.717950,0.845987,0.000669
0.79,0.717950,0.845987,0.000669
0.80,0.717950,0.845987,0.000696
0.81,0.717950,0.845987,0.000669
0.82,0.792102,0.889188,0.000677
0.83,0.792102,0.889188,0.000661
0.84,0.792102,0.889188,0.000661
0.85,0.792102,0.889188,0.000659
0.86,0.792102,0.889188,0.000660
0.87,0.792102,0.889188,0.000659
0.88,0.792102,0.889188,0.000658
0.89,0.792102,0.889188,0.000657
0.90,0.792102,0.889188,0.000658
0.91,0.792102,0.889188,0.000658
0.92,0.792102,0.889188,0.000657
0.93,0.792102,0.889188,0.000657
0.94,0.792102,0.889188,0.000657
0.95,0.792102,0.889188,0.000657
0.96,0.889152,0.942670,0.000651
0.97,0.889152,0.942670,0.000649
0.98,0.889152,0.942670,0.000649
0.99,0.889152,0.942670,0.000649
1.00,0.889152,0.942670,0.000648

FreqItem (alpha = 0.20)
FreqItem,0.614057,0.780832,0.000735

Mode (each dim)
Mode1,0.987062,0.993518,0.002593

Mode (all dim)
Mode2,0.889152,0.942670,0.000589

Medoid (ID=654)
Medoid,0.703652,0.831136,0.135382

ID,MSE,MAE,DataID
1,0.830519,0.909661,18441729
2,0.796085,0.890624,10056709
3,0.776964,0.878275,2828415
4,0.723077,0.843856,30002228
5,0.783166,0.883648,8770458
6,0.795148,0.889199,12044283
7,0.851240,0.921448,9594652
8,0.822629,0.905484,8866183
9,0.716852,0.839797,39601679
10,0.755512,0.865359,20289120
11,0.743112,0.855750,20410371
12,0.789068,0.885983,4775368
13,0.822299,0.904474,10197020
14,0.886426,0.939829,3887546
15,0.819133,0.903117,35513487
16,0.793654,0.889313,27789947
17,0.773835,0.878069,29933444
18,0.753324,0.865494,15918893
19,0.766977,0.873836,13772704
20,0.797211,0.889626,27518676
21,0.777894,0.879543,8807785
22,0.812407,0.898524,39991311
23,0.746771,0.861868,655713
24,0.802855,0.892964,36055245
25,0.759544,0.869280,16385878
26,0.743578,0.856423,23548242
27,0.757259,0.868011,34513048
28,0.778896,0.879624,31855139
29,0.772210,0.874991,15814923
30,0.742015,0.855257,28649752
31,0.814821,0.899075,29302284
32,0.792143,0.888370,34256653
33,0.799423,0.890918,38706461
34,0.854713,0.923283,32130699
35,0.764801,0.871894,23829921
36,0.792630,0.887884,7047960
37,0.867249,0.930232,3746023
38,0.749752,0.863948,33424574
39,0.791893,0.886522,15914144
40,0.754057,0.866279,2918742
41,0.852135,0.920838,13284735
42,0.798787,0.892528,36324515
43,0.759265,0.867857,7694111
44,0.765893,0.872790,23481755
45,0.787777,0.884128,40212061
46,0.868176,0.929794,2778638
47,0.760755,0.870569,10842743
48,0.778070,0.876534,29716546
49,0.797026,0.891431,18697532
50,0.791547,0.886882,24615448
51,0.732506,0.851284,16806262
52,0.776363,0.878535,27505317
53,0.799626,0.893043,24177799
54,0.768373,0.872859,17461976
55,0.790818,0.887498,23131602
56,0.774611,0.878709,134718
57,0.828978,0.908635,581258
58,0.765988,0.872324,17215691
59,0.861441,0.925276,31989857
60,0.745371,0.861747,16396182
61,0.786158,0.884019,5436483
62,0.763011,0.871961,20863182
63,0.777999,0.880459,10223875
64,0.777811,0.878460,3713985
65,0.916416,0.956216,12564922
66,0.796153,0.888998,34053797
67,0.845428,0.918258,10761946
68,0.769122,0.875373,16310945
69,0.813051,0.898972,27049412
70,0.816754,0.901328,26676090
71,0.822528,0.904493,19229688
72,0.762158,0.871035,40334147
73,0.760816,0.868708,22571645
74,0.799200,0.890942,26923799
75,0.757539,0.867974,23386943
76,0.760265,0.866077,22354747
77,0.770536,0.872440,29702438
78,0.768210,0.874858,34229686
79,0.721846,0.846284,11642333
80,0.847118,0.916884,7971010
81,0.844213,0.917170,18416175
82,0.754094,0.864245,28448596
83,0.741300,0.854590,35476327
84,0.714086,0.842107,2165014
85,0.768885,0.874610,5481612
86,0.798609,0.892195,18178970
87,0.807282,0.896897,2299733
88,0.768393,0.873735,6062871
89,0.821942,0.905321,35394662
90,0.770758,0.875043,34289591
91,0.872348,0.932970,22459053
92,0.760725,0.869791,402186
93,0.771267,0.876680,14723813
94,0.753065,0.863809,32682929
95,0.793449,0.889341,4116171
96,0.787528,0.885767,27288736
97,0.772744,0.876604,26307767
98,0.769703,0.873387,14878117
99,0.806858,0.896089,3170721
100,0.857313,0.924119,12928219
101,0.800542,0.893552,1125248
102,0.843054,0.917034,22400410
103,0.766038,0.872859,12833407
104,0.806511,0.894532,23696894
105,0.771353,0.874754,8895249
106,0.818399,0.902199,36220350
107,0.828487,0.906575,5622681
108,0.777244,0.879504,38597688
109,0.840244,0.915161,30021077
110,0.722565,0.847326,17265015
111,0.843855,0.915003,6139738
112,0.846461,0.918341,8008292
113,0.849654,0.920713,5284652
114,0.830601,0.909554,1187106
115,0.786026,0.885007,10173307
116,0.832005,0.908437,10766265
117,0.791048,0.887254,19366076
118,0.749676,0.863385,12473041
119,0.742082,0.859101,16829136
120,0.758599,0.868493,14331778
121,0.801723,0.894011,6333672
122,0.787026,0.883281,39288189
123,0.749207,0.862883,14733964
124,0.783599,0.882136,21057486
125,0.750444,0.860285,31542159
126,0.794874,0.889963,18850136
127,0.774351,0.877019,7917262
128,0.739647,0.855793,17420966
129,0.785948,0.884096,33728254
130,0.851911,0.919646,11087984
131,0.758306,0.869056,30349186
132,0.817465,0.901400,34853502
133,0.745642,0.859368,33488394
134,0.805907,0.896279,2753634
135,0.760048,0.869565,18121436
136,0.764692,0.872856,1954684
137,0.769948,0.873767,38973985
138,0.746592,0.862054,23744118
139,0.873973,0.933845,123412
140,0.814827,0.899763,28566103
141,0.818255,0.903044,580173
142,0.790546,0.886729,6263150
143,0.798040,0.891436,36574396
144,0.819412,0.902604,5864825
145,0.855104,0.922910,7450256
146,0.851966,0.919493,6318743
147,0.802347,0.892622,16631091
148,0.761810,0.869803,26816333
149,0.788367,0.885978,18791785
150,0.779356,0.880585,33460227
151,0.844109,0.917132,719152
152,0.838731,0.914462,25125457
153,0.772374,0.874942,32319457
154,0.740546,0.854317,15453116
155,0.832140,0.908834,5753983
156,0.789838,0.885953,23432656
157,0.814488,0.901383,34303253
158,0.747093,0.862578,13671245
159,0.752127,0.865005,424663
160,0.808874,0.895918,27602547
161,0.781218,0.879909,24759230
162,0.783618,0.882007,30773850
163,0.749271,0.863507,22027090
164,0.822465,0.905290,17818664
165,0.736779,0.853722,33527484
166,0.752055,0.862872,40148527
167,0.747181,0.861312,19773349
168,0.791894,0.887153,32072510
169,0.779042,0.880616,23463685
170,0.760376,0.870282,19896762
171,0.810497,0.898932,20209653
172,0.771568,0.876054,24043859
173,0.766420,0.871326,26159913
174,0.727643,0.848945,16355089
175,0.731628,0.848803,29908685
176,0.760506,0.868993,33610169
177,0.721303,0.842695,22673833
178,0.793771,0.889213,6110816
179,0.809989,0.898366,19997543
180,0.733943,0.853447,1036658
181,0.723891,0.847830,39571043
182,0.754162,0.866136,20716695
183,0.778991,0.879373,26162115
184,0.766950,0.872777,31461540
185,0.782505,0.882162,36169812
186,0.756431,0.867423,31916099
187,0.749418,0.863401,14465237
188,0.734518,0.852307,30044105
189,0.825957,0.907155,5158385
190,0.721770,0.843025,14889900
191,0.776135,0.877176,17217693
192,0.818936,0.900374,29917615
193,0.842944,0.914693,5234791
194,0.787964,0.885972,39244783
195,0.735310,0.855106,7307320
196,0.746362,0.859856,38762276
197,0.797318,0.889871,38964350
198,0.766395,0.873426,27080669
199,0.764976,0.873136,30405826
200,0.744482,0.858360,21999075
201,0.875833,0.934162,6548471
202,0.859711,0.925801,10186519
203,0.778035,0.880562,5613974
204,0.792620,0.887348,32708384
205,0.816696,0.901456,26541609
206,0.734271,0.854867,35522659
207,0.815987,0.900214,25889594
208,0.805506,0.896182,8786482
209,0.783763,0.882793,1204515
210,0.813901,0.900425,5458178
211,0.795189,0.890134,9823141
212,0.832006,0.910590,346599
213,0.823955,0.905623,26174873
214,0.737814,0.856922,35985256
215,0.847453,0.919464,31808139
