alpha,MSE,MAE,Time
0.00,0.996522,0.998275,0.035501
0.01,0.823103,0.906849,0.030257
0.02,0.734647,0.856122,0.030222
0.03,0.707907,0.840198,0.030219
0.04,0.687865,0.828037,0.030211
0.05,0.687865,0.828037,0.030214
0.06,0.687865,0.828037,0.030208
0.07,0.679241,0.822984,0.030211
0.08,0.679241,0.822984,0.030209
0.09,0.662763,0.813321,0.030209
0.10,0.654376,0.807834,0.030208
0.11,0.635456,0.795777,0.030199
0.12,0.635456,0.795777,0.030197
0.13,0.635456,0.795777,0.030196
0.14,0.635456,0.795777,0.030194
0.15,0.635456,0.795777,0.030195
0.16,0.635456,0.795777,0.030195
0.17,0.635456,0.795777,0.030195
0.18,0.635456,0.795777,0.030195
0.19,0.635456,0.795777,0.030194
0.20,0.635456,0.795777,0.030195
0.21,0.635456,0.795777,0.030194
0.22,0.635456,0.795777,0.030194
0.23,0.635456,0.795777,0.030194
0.24,0.635456,0.795777,0.030194
0.25,0.635456,0.795777,0.030194
0.26,0.635456,0.795777,0.030195
0.27,0.635456,0.795777,0.030194
0.28,0.644212,0.800118,0.030201
0.29,0.644212,0.800118,0.030197
0.30,0.657435,0.808632,0.030182
0.31,0.657435,0.808632,0.030180
0.32,0.657435,0.808632,0.030178
0.33,0.675261,0.819091,0.030180
0.34,0.675261,0.819091,0.030178
0.35,0.675261,0.819091,0.030177
0.36,0.675261,0.819091,0.030176
0.37,0.675261,0.819091,0.030174
0.38,0.702188,0.835109,0.030179
0.39,0.702188,0.835109,0.030177
0.40,0.702188,0.835109,0.030176
0.41,0.702188,0.835109,0.030174
0.42,0.702188,0.835109,0.030173
0.43,0.702188,0.835109,0.030173
0.44,0.702188,0.835109,0.030171
0.45,0.702188,0.835109,0.030172
0.46,0.702188,0.835109,0.030171
0.47,0.702188,0.835109,0.030171
0.48,0.702188,0.835109,0.030171
0.49,0.702188,0.835109,0.030171
0.50,0.702188,0.835109,0.030170
0.51,0.702188,0.835109,0.030170
0.52,0.702188,0.835109,0.030170
0.53,0.702188,0.835109,0.030170
0.54,0.702188,0.835109,0.030170
0.55,0.702188,0.835109,0.030170
0.56,0.702188,0.835109,0.030170
0.57,0.761894,0.870978,0.030174
0.58,0.761894,0.870978,0.030173
0.59,0.761894,0.870978,0.030172
0.60,0.761894,0.870978,0.030170
0.61,0.761894,0.870978,0.030170
0.62,0.761894,0.870978,0.030168
0.63,0.761894,0.870978,0.030167
0.64,0.761894,0.870978,0.030168
0.65,0.761894,0.870978,0.030168
0.66,0.761894,0.870978,0.030167
0.67,0.761894,0.870978,0.030166
0.68,0.761894,0.870978,0.030167
0.69,0.761894,0.870978,0.030166
0.70,0.851080,0.922010,0.030163
0.71,0.851080,0.922010,0.030163
0.72,0.851080,0.922010,0.030162
0.73,0.851080,0.922010,0.030162
0.74,0.851080,0.922010,0.030161
0.75,0.851080,0.922010,0.030161
0.76,0.851080,0.922010,0.030162
0.77,0.851080,0.922010,0.030161
0.78,0.851080,0.922010,0.030161
0.79,0.851080,0.922010,0.030161
0.80,0.851080,0.922010,0.030161
0.81,0.851080,0.922010,0.030161
0.82,0.851080,0.922010,0.030162
0.83,0.851080,0.922010,0.030161
0.84,0.851080,0.922010,0.030161
0.85,0.851080,0.922010,0.030161
0.86,0.851080,0.922010,0.030161
0.87,0.851080,0.922010,0.030161
0.88,0.851080,0.922010,0.030161
0.89,0.851080,0.922010,0.030161
0.90,0.851080,0.922010,0.030161
0.91,0.851080,0.922010,0.030161
0.92,0.851080,0.922010,0.030161
0.93,0.851080,0.922010,0.030161
0.94,0.851080,0.922010,0.030161
0.95,0.851080,0.922010,0.030161
0.96,0.851080,0.922010,0.030161
0.97,0.851080,0.922010,0.030161
0.98,0.851080,0.922010,0.030162
0.99,0.851080,0.922010,0.030161
1.00,0.851080,0.922010,0.030161

FreqItem (alpha = 0.11)
FreqItem,0.635456,0.795777,0.030199

Mode (each dim)
Mode1,0.996522,0.998275,0.005284

Mode (all dim)
Mode2,0.851080,0.922010,0.000501

Medoid (ID=645)
Medoid,0.784664,0.884126,0.081346

ID,MSE,MAE,DataID
1,0.814318,0.901098,8792597
2,0.831260,0.909252,2077156
3,0.815811,0.901261,93107183
4,0.841226,0.915515,5856133
5,0.802311,0.894008,33152725
6,0.887970,0.941121,60368984
7,0.841125,0.915457,124052988
8,0.834149,0.911607,58685342
9,0.935820,0.966077,138547604
10,0.888162,0.941118,97033628
11,0.788771,0.886596,97205957
12,0.826663,0.907072,136192884
13,0.837572,0.914021,27830914
14,0.841032,0.915411,42779525
15,0.819666,0.902946,7662671
16,0.822284,0.904614,25974226
17,0.814318,0.901098,129271862
18,0.814318,0.901098,118099814
19,0.834149,0.911607,73020256
20,0.840831,0.915293,66239972
21,0.839433,0.914494,48571561
22,0.808675,0.897277,105112111
23,0.826868,0.907194,51229191
24,0.834149,0.911607,7520022
25,0.833951,0.911497,70899685
26,0.840612,0.915147,136779094
27,0.838593,0.914667,129536079
28,0.840924,0.915341,3490051
29,0.834045,0.911542,71724330
30,0.814318,0.901098,61046637
31,0.837280,0.913197,95442610
32,0.883520,0.938189,80516928
33,0.819666,0.902946,63123794
34,0.865207,0.928922,38910689
35,0.919720,0.957635,86373062
36,0.808768,0.897324,96276519
37,0.862814,0.927267,99279674
38,0.814318,0.901098,60786946
39,0.819580,0.902901,5322757
40,0.794119,0.888447,88188175
41,0.821860,0.904305,8181471
42,0.788771,0.886596,102528714
43,0.920484,0.958072,74741956
44,0.887772,0.941011,36012386
45,0.834149,0.911607,145308240
46,0.888162,0.941118,82404627
47,0.814120,0.900988,61986612
48,0.851414,0.921170,124940999
49,0.818945,0.902466,50865337
50,0.892877,0.942296,135006869
51,0.834149,0.911607,41541867
52,0.788365,0.886358,99436899
53,0.788771,0.886596,90479876
54,0.862616,0.927157,92771058
55,0.812803,0.900113,106956921
56,0.837623,0.912633,11740458
57,0.815908,0.901314,79911049
58,0.880128,0.936253,86853897
